seed,bank_seed,stratum,initial_state_hash,clone_identity,selected,heldout,transfer,raw_transfer,G_fixed_transfer,single_regime_global_transfer,historical_retention,shuffled_selected,single_regime_selected,initial_q_P
784010,820066,very_strong,7caa417fa2aa05071fd0b6355e18397a2eb9137a5be51489bf248a0d4510bcab,True,change_point,"{""best_matched_comparator"": ""change_point"", ""generating_family_margin"": -0.045058261797314536, ""heldout_log_per_observation"": [-1.1191257461206563, -1.1745578446513916, -1.0105246400785033, -1.2016719068613604, -0.9654663782811888], ""matched_comparators"": [""global_downweight"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.30017341969059813, 0.3837038710255763, 0.21607661603779316, 0.36727677906891437, 0.1277565046197527]}",0.7663093963992917,-0.7663093963992917,0.0,0.7663093963992917,0.0,change_point,global_downweight,0.9592937823230168
784011,820068,strong,75c98e5f2078545087044fb36888ebda133f186b0d66f12f0079793bec4876c0,True,context_split,"{""best_matched_comparator"": ""change_point"", ""generating_family_margin"": -0.10099462898093847, ""heldout_log_per_observation"": [-2.554146389027184, -2.398137445434447, -2.251091081974714, -2.341085823580803, -2.1500964529937754], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.31083987698129056, 0.40799233427447446, 0.34753329139311107, 0.41909892922396685, 0.23968880386140834]}",0.17144761106189976,-0.17144761106189976,0.0,0.17144761106189976,0.0,context_split,context_split,0.8872662615156244
784012,820072,strong,e81babcc50d2b29b3c519bc7adf195148b32cdf563f8bc2cd34b463ee601b09a,True,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.003779991054445375, ""heldout_log_per_observation"": [-1.4806928112077946, -1.618287434950492, -1.48447280226224, -1.5331841748057977, -3.073837704980969], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.4025343219226516, 0.48653815834015696, 0.38296358449108503, 0.4914186258570126, 0.051186623459054996]}",0.5687150672045115,-0.5687150672045115,0.0,0.5687150672045115,0.0,context_split,cue_local_relearning,0.8806262507092795
784013,820073,moderate,8988b154b78ae5f71f6f4cc871fdd8619a2421c32e201812cd8f5da395be6a62,True,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.6947489394930777, ""heldout_log_per_observation"": [-2.5720235483601472, -2.3201865355987232, -1.8772746088670695, -2.2337811722528276, -1.7721085562259242], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 2.842170943040401e-14, ""preheldout_complexity_per_observation"": [0.35946529920857634, 0.4580498672743298, 0.26099103771998894, 0.43599360384563884, 0.07205120943702918]}",0.5344717395312185,-0.5344717395312185,0.0,0.5344717395312185,0.0,context_split,change_point,0.6822014546982615
784014,820074,very_strong,dfbfe8fcd8f7f3027c3f65cda57520d4526cad2d4a7895cdc4e3006a2a220851,True,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.15274704210397516, ""heldout_log_per_observation"": [-1.7732173744627442, -1.8612902319461275, -1.620470332358769, -1.873283101168024, -3.4857076725899203], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 2.1316282072803006e-14, ""preheldout_complexity_per_observation"": [0.29636553824349204, 0.38692342060566043, 0.32107043820958947, 0.39977799209117787, 0.09907347099826648]}",0.5070334193365127,-0.5070334193365127,0.0,0.5070334193365127,0.0,context_split,cue_local_relearning,0.9702745116697676
784015,820080,strong,c6a21ae6570cefece88b7e3e590b0f8c6e918f0272f467cc5508bd45b75ff5bb,True,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": 0.061863013774020814, ""heldout_log_per_observation"": [-2.519149918424013, -2.4464553813022425, -2.3845923675282217, -2.568420259939752, -2.6578113732588076], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 0.0, ""preheldout_complexity_per_observation"": [0.33055940841898224, 0.44271379976274555, 0.3179985826613424, 0.433036595439016, 0.20944707080845615]}",0.7546277471796132,-0.7546277471796132,0.0,0.7546277471796132,0.0,context_split,change_point,0.7776905670825989
784016,820081,very_strong,d5a03bcc5fdfa0fd4f9040becfcd5605abacddcc0828597a5f402f8614309011,True,context_split,"{""best_matched_comparator"": ""change_point"", ""generating_family_margin"": 0.29930801325576795, ""heldout_log_per_observation"": [-2.03229576324975, -2.0163727638950064, -1.9391469170225388, -2.0623344910156955, -2.2384549302783068], ""matched_comparators"": [""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.30837425683227637, 0.40341171552217076, 0.16155311902096897, 0.40245249279959056, 0.09277616598886401]}",0.5343927754504163,-0.5343927754504163,0.0,0.5343927754504163,0.0,change_point,global_downweight,0.9765503100373922
784017,820082,very_strong,3e6b6a32015799b5914b84e5c5a41c964dba6986503fd8c5d4546639b7af2438,True,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": 0.4752920930369129, ""heldout_log_per_observation"": [-2.5266932353234655, -2.4923502728731544, -2.0170581798362415, -2.6382956205515082, -3.055269812479491], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 2.842170943040401e-14, ""preheldout_complexity_per_observation"": [0.4419621138524263, 0.5442950949030961, 0.5087141230234097, 0.544734652583418, 0.5093959598371971]}",0.8030819921289305,-0.8030819921289305,0.0,0.8030819921289305,0.0,context_split,cue_local_relearning,0.9340314527284819
784018,820090,very_strong,fa3373aae28c0dd65c395287892b8de457112af9cbe7e96c1636bfe7c7677f1d,True,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": -0.08216927424262899, ""heldout_log_per_observation"": [-2.3746341452177875, -2.314080730893087, -2.396250005135716, -2.3795433632717096, -2.7271544741168654], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.2947078221561608, 0.38810220146307767, 0.2907263632982029, 0.3941257291020419, 0.07820289514289576]}",0.6035885188326497,-0.6035885188326497,0.0,0.6035885188326497,0.0,context_split,context_split,0.9450593616376496
784019,820092,very_strong,7e2eeb4933576251612441c01a0ca9648c1d3368cb2a05d89ffa490dae33b5f7,True,continuous_drift,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.10485585966523825, ""heldout_log_per_observation"": [-1.9917513347384839, -1.9887593709631846, -2.096607194403722, -2.1117174359779973, -3.4542933691097044], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3942487804865158, 0.4769252665271235, 0.27916784819657237, 0.450646297626693, 0.066919672271562]}",0.48310524801418897,-0.48310524801418897,0.0,0.48310524801418897,0.0,continuous_drift,context_split,0.9391943696683516
784020,820105,very_strong,9c50c757b7ed6acca55c54b5aa4f782c8a6cf2008c23bc5143e310c82065999a,True,context_split,"{""best_matched_comparator"": ""change_point"", ""generating_family_margin"": -0.14018407260145072, ""heldout_log_per_observation"": [-1.2374646950711297, -1.3255113756288512, -1.160544610355993, -1.2995320618194794, -1.0203605377545424], ""matched_comparators"": [""global_downweight"", ""change_point""], ""maximum_decomposition_error"": 7.105427357601002e-15, ""preheldout_complexity_per_observation"": [0.38621074758939367, 0.49522082793822125, 0.3371235404155311, 0.4973339882398043, 0.2840627651111302]}",0.5344711593329461,-0.5344711593329461,0.0,0.5344711593329461,0.0,global_downweight,global_downweight,0.9407325016144691
784021,820107,very_strong,d03a82b8ed4cf48688d8ed9e93d4723dd59dab28f58758fe8b7d5c375343e517,True,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.01382136949103785, ""heldout_log_per_observation"": [-2.013341740065207, -2.0699723155958782, -2.027163109556245, -2.0680446154425125, -3.382372850999322], ""matched_comparators"": [""global_downweight"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.2617690817371134, 0.3594441731650467, 0.1607870997091726, 0.35660835990737255, 0.04276360904716212]}",0.4150404102287033,-0.4150404102287033,0.0,0.4150404102287033,0.0,context_split,context_split,0.9422563407252309
784022,820112,moderate,dee82ce51c6f182eef035550cd77278f27b0aa3871eb37410ea0951c9aa775e3,True,context_split,"{""best_matched_comparator"": ""continuous_drift"", ""generating_family_margin"": 0.10027387141786104, ""heldout_log_per_observation"": [-2.6661256787517553, -2.508139507927032, -2.3825677126162823, -2.4828415840341433, -2.961396819334685], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 2.1316282072803006e-14, ""preheldout_complexity_per_observation"": [0.3716959531610185, 0.46958072953487257, 0.41901937380228377, 0.4857791231437276, 0.4498175206171853]}",0.13586278232080407,0.13586278232080407,0.0,0.13586278232080407,0.0,global_downweight,context_split,0.7340104068660231
784023,820113,strong,ba26bece41623850166a0754b75ed216799a5e6e3b43c700c9a3446bc778fe07,True,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.32202368723888153, ""heldout_log_per_observation"": [-2.236042945037826, -2.154685372216334, -1.9140192577989446, -2.16498696211943, -1.8227916947394442], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3520259702120754, 0.44143838790325624, 0.27780517105719876, 0.450535953966694, 0.07453917479922458]}",0.06829613297308712,0.06829613297308712,0.0,0.06829613297308712,0.0,context_split,change_point,0.7504557674559824
784024,820115,very_strong,5be59bed03ddc17fb3c290bc25e9252826cd7db8b9e46a6684a68164b7573210,True,context_split,"{""best_matched_comparator"": ""change_point"", ""generating_family_margin"": -0.18744852685820756, ""heldout_log_per_observation"": [-2.2988729281505265, -2.1185268062466243, -2.16658244432674, -2.1476871372238557, -1.9791339174685323], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.36896072732507673, 0.4566368608394147, 0.3762243281856707, 0.4552798381775632, 0.3880908753792672]}",0.4150404102285912,-0.4150404102285912,0.0,0.4150404102285912,0.0,global_downweight,cue_local_relearning,0.9490949056432447
784025,820116,strong,6df199344efd98f40a29328753aecdcbaeeeb6285a78c4b0f6d311646e35ea65,True,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.1562821753378385, ""heldout_log_per_observation"": [-2.2015130464743597, -2.2097535714331933, -2.3577952218121982, -2.3002326462022653, -2.6071282283909705], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.29783152998451407, 0.3908564888123019, 0.32834214113394955, 0.3966517263897307, 0.23850123550744842]}",0.22596725086290587,-0.22596725086290587,0.0,0.22596725086290587,0.0,continuous_drift,continuous_drift,0.7559728029788922
784026,820130,strong,f557f64f019e46696e56418545a9815c26a90bc8e898093019e8b4dfb50629bd,True,context_split,"{""best_matched_comparator"": ""continuous_drift"", ""generating_family_margin"": 0.0780647132350909, ""heldout_log_per_observation"": [-2.011549217491564, -1.8226542289895677, -1.5847311814669833, -1.6627958947020742, -1.3789299828861896], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3815183476022464, 0.4793125788792707, 0.45865814067109384, 0.49345990805800116, 0.05556078145943239]}",0.16514691210358923,-0.16514691210358923,0.0,0.16514691210358923,0.0,context_split,context_split,0.7568473270985074
784027,820147,very_strong,2764e2e37db85528162d8d9ffa5d4195e648412ebdd9b6698c6b038df25de0d5,True,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.03344082688382333, ""heldout_log_per_observation"": [-2.327921020771754, -2.3273303836108674, -2.3613618476555773, -2.4290508834465543, -2.3927131058063384], ""matched_comparators"": [""global_downweight"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3049068216371867, 0.4022121478236163, 0.21425672226906087, 0.38993825311451585, 0.14271486212649673]}",0.44861268862565873,0.44861268862565873,0.0,0.44861268862565873,0.0,global_downweight,global_downweight,0.9483777788049051
784028,820148,very_strong,f21e9e994d988be3f056b7ccf1750ecd9c714eba61226e104e97391b927c26ee,True,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.062162889995354575, ""heldout_log_per_observation"": [-1.72223018788313, -1.7604037471590397, -1.6600672978877755, -1.8238987009393526, -3.6504410281781707], ""matched_comparators"": [""global_downweight"", ""change_point""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.2566860420583086, 0.34037507014738505, 0.20178137886278705, 0.34578144120229903, 0.1118321889708301]}",0.636747349038172,-0.636747349038172,0.0,0.636747349038172,0.0,global_downweight,global_downweight,0.9504303366804618
784029,820153,very_strong,f9259449b6203f9c364b79dd679f5b7edcded44c1fe5c2760e06d23a9dbf6da6,True,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.13636266748240988, ""heldout_log_per_observation"": [-2.024725091067003, -2.128678834032975, -1.888362423584593, -2.1601838898011074, -3.314647328858136], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.48737913449796055, 0.5817639143389975, 0.3770390503550424, 0.600288203112477, 0.05878543502010047]}",0.8300789975582559,-0.8300789975582559,0.0,0.8300789975582559,0.0,context_split,change_point,0.9188974824066823
784030,820155,very_strong,25d1f9f5832dfa8b93d623c942da7d0d7ab91eb4118cc46757d2e000ad827c2c,True,context_split,"{""best_matched_comparator"": ""continuous_drift"", ""generating_family_margin"": -0.16049075242364186, ""heldout_log_per_observation"": [-2.1403760229471924, -2.2050693470371803, -2.287826427706177, -2.127335675282535, -2.872471393041879], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.35315435013193275, 0.45240623614032444, 0.3787047418661988, 0.4561231627625835, 0.0748472432164775]}",0.3789084181312675,0.3789084181312675,0.0,0.3789084181312675,0.0,global_downweight,continuous_drift,0.9607023641744544
784031,820158,strong,e27557c5ba3ebb7d079c0e01a67921aff3928b79e153bbaa2a95e2e046aabc4b,True,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.19828900934407123, ""heldout_log_per_observation"": [-2.3706920071866326, -2.3626765632367244, -2.1724029978425614, -2.3837512652245127, -2.811829327072192], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.365716564105967, 0.4617628335028416, 0.3305350065797908, 0.48196168190966654, 0.14536935953763977]}",0.44084775451560454,-0.44084775451560454,0.0,0.44084775451560454,0.0,context_split,context_split,0.8959413552644473
784032,820177,strong,43339ffbf6f32c0401c55ef4f61b1a4751db8a558eb7e37d9fc5a63026a735bd,True,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": 0.4350674182563612, ""heldout_log_per_observation"": [-2.247566137342317, -2.218987742283237, -1.7839203240268757, -2.3440491280718945, -2.5668333664552385], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 2.842170943040401e-14, ""preheldout_complexity_per_observation"": [0.38110094148610285, 0.48521434179609174, 0.41159493416819076, 0.4870100274581184, 0.3775279771825693]}",0.42105263157894746,-0.42105263157894746,0.0,0.42105263157894746,0.0,context_split,cue_local_relearning,0.8003773630484343
784033,820179,strong,1011774f71f38247f0c3e8798158e4d1d5a2ae9d7c74202a3f969a9a8589d722,True,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": 0.03653230342043745, ""heldout_log_per_observation"": [-2.31458872161378, -2.238625839822208, -2.2020935364017706, -2.332286434714759, -1.8987903662701093], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.40016335151554255, 0.4871035652758906, 0.4067123609780674, 0.4843556095711821, 0.16704423126671722]}",0.37933179933790295,-0.37933179933790295,0.0,0.37933179933790295,0.0,context_split,context_split,0.8770977855393868
784034,820186,very_strong,2d7985e7b79c3cdecd87b28c38351c617b170a769d1f259dddde031b462d40a5,True,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.4440264810012211, ""heldout_log_per_observation"": [-2.171406507788893, -1.9465753045977952, -1.7273800267876718, -1.7743567634437616, -1.7528397212475166], ""matched_comparators"": [""global_downweight""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.351676144633771, 0.45118051195152026, 0.27364965333267705, 0.42858847242407955, 0.06697000004764443]}",0.5070334193365127,-0.5070334193365127,0.0,0.5070334193365127,0.0,context_split,context_split,0.9435803450186319
784035,820194,very_strong,aceedad34fb6da16f99d03749eb7daef66b53fc03b51c16d6faffc1f8f0af818,True,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": 0.22256232289177103, ""heldout_log_per_observation"": [-1.54129291474354, -1.6481185063811088, -1.3187305918517689, -1.6768943899348026, -3.756148303879777], ""matched_comparators"": [""global_downweight"", ""change_point""], ""maximum_decomposition_error"": 2.1316282072803006e-14, ""preheldout_complexity_per_observation"": [0.3167715482417418, 0.40830888656088465, 0.24283912911125774, 0.4015953363917066, 0.11671837106551676]}",0.1640738092401014,-0.1640738092401014,0.0,0.1640738092401014,0.0,cue_local_relearning,global_downweight,0.9626097883056925
784036,820202,very_strong,a93625b3d2058da009853f9f8fbaa84750ba09975be161972b30d239a77bc613,True,context_split,"{""best_matched_comparator"": ""cue_local_relearning"", ""generating_family_margin"": 0.27472138128388846, ""heldout_log_per_observation"": [-2.3804561434132756, -2.202650193262248, -1.9279288119783597, -2.2100741317184935, -1.7068766620433475], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.3294023355227904, 0.4339314436164355, 0.3074690689363297, 0.437877842364091, 0.08737241612702268]}",0.8030819921289769,-0.8030819921289769,0.0,0.8030819921289769,0.0,context_split,context_split,0.9454670297151723
784037,820208,moderate,888cfa06cdd46fa7ce6b915aff81abf1824f089b50d504a5c4eca2d5e877e817,True,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.20386789693875684, ""heldout_log_per_observation"": [-2.4133510817921833, -2.4403544762929235, -2.61721897873094, -2.506874577249527, -2.8477895861299816], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift""], ""maximum_decomposition_error"": 1.4210854715202004e-14, ""preheldout_complexity_per_observation"": [0.35435665294847674, 0.45045419155026484, 0.4122009562475257, 0.462073720094637, 0.27535271607303846]}",0.5687150672048572,-0.5687150672048572,0.0,0.5687150672048572,0.0,cue_local_relearning,context_split,0.7343102217800038
784038,820209,very_strong,18796843202a019aab4016262049949c636ed147a5161fbc9649949b4e318d9d,True,context_split,"{""best_matched_comparator"": ""global_downweight"", ""generating_family_margin"": -0.10310508534985807, ""heldout_log_per_observation"": [-2.042172528688776, -2.1622247172049605, -2.1452776140386343, -2.2406236822377954, -2.8439443165499707], ""matched_comparators"": [""global_downweight"", ""cue_local_relearning"", ""continuous_drift"", ""change_point""], ""maximum_decomposition_error"": 2.1316282072803006e-14, ""preheldout_complexity_per_observation"": [0.43102359114740674, 0.5272551186313403, 0.43112947173484356, 0.5334758778810772, 0.3563239002349314]}",0.830078997451611,-0.830078997451611,0.0,0.830078997451611,0.0,cue_local_relearning,global_downweight,0.957504849914475
