seed,family,length,matched,margin_nats_per_token,best_matched_comparator,matched_comparators_JSON
786019,global_downweight,32,True,-0.02169409533093347,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786020,global_downweight,32,True,0.027040020164325718,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786021,global_downweight,32,True,-0.030575201324960943,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786022,global_downweight,32,True,-0.12177563318463136,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786023,global_downweight,32,True,0.022043964217416168,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786024,global_downweight,32,True,-0.11647858748098727,context_split,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786025,global_downweight,32,True,-0.059883784025065445,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786026,global_downweight,32,True,-0.12962857446647025,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786027,global_downweight,32,True,-0.022717420601454208,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786028,global_downweight,32,True,-0.3365341668252322,context_split,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786029,global_downweight,32,True,-0.0037789554928657765,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786030,global_downweight,32,True,-0.14164149557435834,context_split,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786031,global_downweight,32,True,-0.01463177134650362,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786032,global_downweight,32,True,-0.11097781742575297,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786033,global_downweight,32,True,0.019070077849977274,context_split,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786034,global_downweight,32,True,-0.034948546720079854,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786035,global_downweight,32,True,0.04738178072444832,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786036,global_downweight,32,True,-0.03439572933543822,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786037,global_downweight,32,True,-0.06317831691087594,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786038,global_downweight,32,True,0.05435625304593117,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786039,global_downweight,32,True,-0.04152304537846696,cue_local_relearning,"[""cue_local_relearning"", ""continuous_drift""]"
786040,global_downweight,32,True,-0.08290929951186055,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786041,global_downweight,32,True,-0.06940143972500223,context_split,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786042,global_downweight,32,True,0.002225740399879328,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786043,global_downweight,32,True,-0.11354469750042995,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786044,global_downweight,32,True,-0.12536547764294692,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786045,global_downweight,32,True,-0.04876249352699169,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786046,global_downweight,32,True,-0.06495542672371979,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786047,global_downweight,32,True,-0.02921718094264225,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786048,global_downweight,32,True,-0.14172775656041292,change_point,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786049,global_downweight,32,True,-0.023432705902849627,context_split,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786050,global_downweight,32,True,-0.126045111034772,context_split,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786051,global_downweight,32,True,-0.03542642829929399,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786052,global_downweight,32,True,-0.23410856678145375,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786053,global_downweight,32,True,0.004054850414477507,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786054,global_downweight,32,True,-0.011889227013835324,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786055,global_downweight,32,True,-0.09672004166558867,context_split,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786056,global_downweight,32,True,-0.008379591818773235,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786057,global_downweight,32,True,0.03597691048165874,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786058,global_downweight,32,True,0.015001723919247034,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786059,global_downweight,32,True,0.01906843297290628,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786060,cue_local_relearning,32,True,0.019904360061283377,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786061,cue_local_relearning,32,True,0.005520363495533864,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786062,cue_local_relearning,32,True,-0.05715766701869551,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786063,cue_local_relearning,32,True,-0.08891666549537103,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786064,cue_local_relearning,32,True,-0.0348129556998531,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786065,cue_local_relearning,32,True,-0.07430970232780965,context_split,"[""global_downweight"", ""context_split"", ""continuous_drift"", ""change_point""]"
786066,cue_local_relearning,32,True,-0.002507890218137021,context_split,"[""global_downweight"", ""context_split"", ""continuous_drift"", ""change_point""]"
786067,cue_local_relearning,32,True,-0.11328797127083234,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786068,cue_local_relearning,32,True,-0.05480190297059373,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786069,cue_local_relearning,32,True,0.01862248518402243,continuous_drift,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786070,cue_local_relearning,32,True,-0.023436155524511726,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift"", ""change_point""]"
786071,cue_local_relearning,32,True,-0.04894112463300537,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786072,cue_local_relearning,32,True,-0.16238197383122266,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786073,cue_local_relearning,32,True,0.10093930748657698,continuous_drift,"[""global_downweight"", ""continuous_drift""]"
786074,cue_local_relearning,32,True,-0.044246028554126404,continuous_drift,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786075,cue_local_relearning,32,True,-0.025770683054676446,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift"", ""change_point""]"
786076,cue_local_relearning,32,True,-0.03918110050325829,context_split,"[""global_downweight"", ""context_split"", ""continuous_drift"", ""change_point""]"
786077,cue_local_relearning,32,True,0.0020534158867242525,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786078,cue_local_relearning,32,True,0.04336873832861077,continuous_drift,"[""global_downweight"", ""context_split"", ""continuous_drift"", ""change_point""]"
786079,cue_local_relearning,32,True,-0.001599318960868068,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786080,cue_local_relearning,32,True,0.017342936143741383,context_split,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786081,cue_local_relearning,32,True,-0.06832023453936031,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786082,cue_local_relearning,32,True,0.01076390685097639,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786083,cue_local_relearning,32,True,-0.014631135416270702,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786084,cue_local_relearning,32,True,0.05429343816280241,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift"", ""change_point""]"
786085,cue_local_relearning,32,True,0.05175111015829259,continuous_drift,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786086,cue_local_relearning,32,True,0.02505419989974289,continuous_drift,"[""global_downweight"", ""continuous_drift""]"
786087,cue_local_relearning,32,True,-0.1270102757034417,continuous_drift,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786088,cue_local_relearning,32,True,-0.058460033199676964,continuous_drift,"[""global_downweight"", ""context_split"", ""continuous_drift"", ""change_point""]"
786089,cue_local_relearning,32,True,0.004971394057053047,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift"", ""change_point""]"
786090,cue_local_relearning,32,True,-0.00549790107649617,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786091,cue_local_relearning,32,True,-0.15855647537724948,continuous_drift,"[""global_downweight"", ""continuous_drift""]"
786092,cue_local_relearning,32,True,-0.13822077004938205,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift"", ""change_point""]"
786093,cue_local_relearning,32,True,-0.011613415409876815,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786094,cue_local_relearning,32,True,0.020108439842135617,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786095,cue_local_relearning,32,True,-0.1092712486510301,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786096,cue_local_relearning,32,True,-0.050489836471916405,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786097,cue_local_relearning,32,True,-0.2719431585561809,context_split,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786098,cue_local_relearning,32,True,0.050367005048777,context_split,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786099,cue_local_relearning,32,True,0.05895426906557333,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786100,cue_local_relearning,32,True,-0.09301980982540936,continuous_drift,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786101,cue_local_relearning,32,True,-0.07308612089349165,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift"", ""change_point""]"
786102,cue_local_relearning,32,True,0.019138423172359253,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786103,cue_local_relearning,32,True,0.012903499447702416,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786104,cue_local_relearning,32,True,0.05467422742300787,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786105,cue_local_relearning,32,True,-0.18851631128051416,context_split,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786106,cue_local_relearning,32,True,0.009489224192032353,continuous_drift,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786107,cue_local_relearning,32,True,-0.040011100044068826,continuous_drift,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786108,cue_local_relearning,32,True,-0.10447285294491682,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786109,cue_local_relearning,32,True,0.0022044517282022724,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786110,cue_local_relearning,32,True,-0.0711652359349193,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786111,cue_local_relearning,32,True,-0.03512807171215648,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786112,cue_local_relearning,32,True,0.07717522380714392,continuous_drift,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786113,cue_local_relearning,32,True,-0.037279891312737234,global_downweight,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786114,cue_local_relearning,32,True,-0.16526359644529176,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786115,cue_local_relearning,32,True,-0.003237339070913059,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786116,cue_local_relearning,32,True,0.0047471696741370195,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786117,cue_local_relearning,32,True,0.030234785693705746,continuous_drift,"[""global_downweight"", ""continuous_drift""]"
786118,cue_local_relearning,32,True,0.09278844026627109,global_downweight,"[""global_downweight"", ""continuous_drift""]"
786119,cue_local_relearning,32,True,-0.25633429199093616,continuous_drift,"[""global_downweight"", ""context_split"", ""continuous_drift""]"
786120,continuous_drift,32,True,-0.09412697046671159,global_downweight,"[""global_downweight"", ""cue_local_relearning""]"
786121,continuous_drift,32,True,0.08706808104096897,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786122,continuous_drift,32,True,0.08364231143850542,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786123,continuous_drift,32,True,0.02616839699150919,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786124,continuous_drift,32,True,0.039838253367858734,global_downweight,"[""global_downweight"", ""cue_local_relearning""]"
786125,continuous_drift,32,True,-0.0516701780985338,context_split,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786126,continuous_drift,32,True,-0.21816943316867565,change_point,"[""global_downweight"", ""cue_local_relearning"", ""context_split"", ""change_point""]"
786127,continuous_drift,32,True,0.1521512711627917,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning"", ""context_split"", ""change_point""]"
786128,continuous_drift,32,True,-0.2039924072882977,global_downweight,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786129,continuous_drift,32,True,-0.043500036538092424,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786130,continuous_drift,32,True,-0.02099214207292288,global_downweight,"[""global_downweight"", ""cue_local_relearning""]"
786131,continuous_drift,32,True,0.01283921633826779,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786132,continuous_drift,32,True,0.1062288339994204,global_downweight,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786133,continuous_drift,32,True,-0.15154262503935456,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786134,continuous_drift,32,True,-0.016843209504955325,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786135,continuous_drift,32,True,-0.006585136024559013,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786136,continuous_drift,32,True,0.060575796394938486,global_downweight,"[""global_downweight"", ""cue_local_relearning"", ""context_split"", ""change_point""]"
786137,continuous_drift,32,True,-0.20938537545920077,context_split,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786138,continuous_drift,32,True,-0.02438651918043888,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786139,continuous_drift,32,True,-0.20653071511140464,global_downweight,"[""global_downweight"", ""cue_local_relearning""]"
786140,continuous_drift,32,True,0.26766586510057433,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning"", ""context_split"", ""change_point""]"
786141,continuous_drift,32,True,-0.2471978140389135,context_split,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786142,continuous_drift,32,True,0.018948094888745715,global_downweight,"[""global_downweight"", ""cue_local_relearning""]"
786143,continuous_drift,32,True,-0.049516697632441264,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786144,continuous_drift,32,True,0.0033309349118324505,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786145,continuous_drift,32,True,-0.06525333614691853,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786146,continuous_drift,32,True,0.20442834680084587,context_split,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786147,continuous_drift,32,True,0.07838298910181773,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786148,continuous_drift,32,True,-0.14610166832834093,global_downweight,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786149,continuous_drift,32,True,-0.065305432702214,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786150,continuous_drift,32,True,-0.0975915944504191,context_split,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786151,continuous_drift,32,True,0.016497819196446883,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786152,continuous_drift,32,True,-0.02149197433940664,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786153,continuous_drift,32,True,0.14526363053820202,context_split,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786154,continuous_drift,32,True,-0.17449976594191163,context_split,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786155,continuous_drift,32,True,-0.025685474744487458,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786156,continuous_drift,32,True,-0.11233175004251095,global_downweight,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786157,continuous_drift,32,True,-0.050029312884568355,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786158,continuous_drift,32,True,-0.036665039711651026,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786159,continuous_drift,32,True,-0.17170109141525014,context_split,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786160,continuous_drift,32,True,-0.030337170092938237,global_downweight,"[""global_downweight"", ""cue_local_relearning""]"
786161,continuous_drift,32,True,-0.029079546671690437,global_downweight,"[""global_downweight"", ""cue_local_relearning"", ""context_split"", ""change_point""]"
786162,continuous_drift,32,True,-0.10118097279728744,global_downweight,"[""global_downweight"", ""cue_local_relearning""]"
786163,continuous_drift,32,True,-0.10192027497448741,context_split,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786164,continuous_drift,32,True,0.38050018246663697,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786165,continuous_drift,32,True,-0.06022491059353818,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786166,continuous_drift,32,True,0.05022417025979298,global_downweight,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786167,continuous_drift,32,True,-0.04547379291771669,global_downweight,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786168,continuous_drift,32,True,-0.1519106195701907,global_downweight,"[""global_downweight"", ""cue_local_relearning""]"
786169,continuous_drift,32,True,0.00759723831232062,global_downweight,"[""global_downweight"", ""cue_local_relearning""]"
786170,continuous_drift,32,True,-0.013556699976951414,global_downweight,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786171,continuous_drift,32,True,0.07390179225231819,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786172,continuous_drift,32,True,-0.015665066453435905,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786173,continuous_drift,32,True,-0.04037015494090923,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786174,continuous_drift,32,True,-0.10313727529068828,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786175,continuous_drift,32,True,-0.014327629050389312,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786176,continuous_drift,32,True,-0.040758960290866675,global_downweight,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786177,continuous_drift,32,True,-0.012990594559742163,cue_local_relearning,"[""global_downweight"", ""cue_local_relearning""]"
786178,continuous_drift,32,True,0.006246552589145082,global_downweight,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786179,continuous_drift,32,True,-0.05390840501800476,global_downweight,"[""global_downweight"", ""cue_local_relearning"", ""context_split""]"
786180,global_downweight,96,True,-0.007467587231695827,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786181,global_downweight,96,True,0.010099764263000965,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786182,global_downweight,96,True,0.04160444160922694,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786183,global_downweight,96,True,0.04112488147169335,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786184,global_downweight,96,True,0.023671783301844274,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786185,global_downweight,96,True,0.04441671506924649,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786186,global_downweight,96,True,0.023349021923943614,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786187,global_downweight,96,True,0.0409164942500615,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786188,global_downweight,96,True,-0.15062806614319157,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786189,global_downweight,96,True,-0.03096393239266737,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786190,global_downweight,96,True,0.030062935544693747,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786191,global_downweight,96,True,0.027508221334743954,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786192,global_downweight,96,True,0.019704734119802225,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786193,global_downweight,96,True,-0.0066171198474132,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786194,global_downweight,96,True,-0.0015652389515292686,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786195,global_downweight,96,True,-0.06055855145476485,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786196,global_downweight,96,True,-0.05394465002174087,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786197,global_downweight,96,True,0.0520837931722582,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786198,global_downweight,96,True,0.05683655556848888,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786199,global_downweight,96,True,-0.019404887104499835,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786200,global_downweight,96,True,0.03943435994965938,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786201,global_downweight,96,True,-0.0657140460415313,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786202,global_downweight,96,True,-0.042970413577642974,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786203,global_downweight,96,True,0.02615284358141068,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786204,global_downweight,96,True,0.009480249005711094,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786205,global_downweight,96,True,0.03584952614394621,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786206,global_downweight,96,True,0.0062239965384138785,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786207,global_downweight,96,True,-0.026348467485775906,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786208,global_downweight,96,True,0.017480249095763956,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786209,global_downweight,96,True,0.024710312965217973,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786210,global_downweight,96,True,0.006740237818902983,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786211,global_downweight,96,True,0.019260840909273158,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786212,global_downweight,96,True,0.02898746984208822,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786213,global_downweight,96,True,0.03677929675702085,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786214,global_downweight,96,True,0.0030527431841669284,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786215,global_downweight,96,True,0.05593622002684251,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786216,global_downweight,96,True,0.010840888242506619,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786217,global_downweight,96,True,0.0030188974409939284,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786218,global_downweight,96,True,0.03566955078034528,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786219,global_downweight,96,True,0.0020425921114828327,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786220,global_downweight,96,True,-0.05317146511675608,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786221,global_downweight,96,True,0.06304325463657534,continuous_drift,"[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]"
786222,global_downweight,96,True,0.017255308428149707,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
786223,global_downweight,96,True,-0.04850474940190708,cue_local_relearning,"[""cue_local_relearning"", ""context_split"", ""continuous_drift""]"
