draw_seed,constant,factor,sampled_value
713218,bayes_reliability,1.0197837675014572,0.8362226893511948
713218,history_learning_rate,0.9508614508738744,0.6846202446291896
713218,root_evidence_weight,1.0789004746834674,0.4099821803797176
713218,field_learning_rate,1.0215408237167498,0.24516979769201994
713218,outcome_risk_weight,1.05754735436264,0.3595661004832976
713218,dyad_packet_mass,1.0303690729196506,1.0303690729196506
713219,bayes_reliability,0.9032417524035441,0.7406582369709062
713219,history_learning_rate,1.0869851312206722,0.782629294478884
713219,root_evidence_weight,1.0106500064988615,0.38404700246956736
713219,field_learning_rate,1.0345590642174962,0.2482941754121991
713219,outcome_risk_weight,1.015280139507957,0.34519524743270535
713219,dyad_packet_mass,1.0870767066587805,1.0870767066587805
713220,bayes_reliability,0.9362556140910256,0.767729603554641
713220,history_learning_rate,1.0148756726464685,0.7307104843054573
713220,root_evidence_weight,1.0170208119082353,0.3864679085251294
713220,field_learning_rate,1.09757359880147,0.2634176637123528
713220,outcome_risk_weight,1.0480813114328846,0.3563476458871808
713220,dyad_packet_mass,0.942253424272757,0.942253424272757
713221,bayes_reliability,0.9181486555776701,0.7528818975736894
713221,history_learning_rate,1.0421911149583285,0.7503776027699965
713221,root_evidence_weight,0.9130534406614643,0.3469603074513564
713221,field_learning_rate,0.9724043803701384,0.2333770512888332
713221,outcome_risk_weight,0.982957466063953,0.33420553846174406
713221,dyad_packet_mass,1.0307152928432115,1.0307152928432115
713222,bayes_reliability,1.0968622274357245,0.899427026497294
713222,history_learning_rate,1.0782519829070447,0.7763414276930721
713222,root_evidence_weight,0.9919618552147866,0.37694550498161894
713222,field_learning_rate,1.0763677049582725,0.25832824918998537
713222,outcome_risk_weight,1.0563582498901467,0.35916180496264993
713222,dyad_packet_mass,1.0846291874936367,1.0846291874936367
713223,bayes_reliability,1.0110829694390666,0.8290880349400346
713223,history_learning_rate,1.0949199184292269,0.7883423412690433
713223,root_evidence_weight,0.9620240111754069,0.3655691242466546
713223,field_learning_rate,0.9153749112661214,0.2196899787038691
713223,outcome_risk_weight,0.9878462688336987,0.3358677314034576
713223,dyad_packet_mass,1.0038010468386507,1.0038010468386507
713224,bayes_reliability,0.9631343352817112,0.7897701549310031
713224,history_learning_rate,1.0682727897576814,0.7691564086255306
713224,root_evidence_weight,0.9665565246866741,0.36729147938093615
713224,field_learning_rate,0.9308580507448291,0.22340593217875898
713224,outcome_risk_weight,0.942911172886566,0.32058979878143246
713224,dyad_packet_mass,1.0994908221457071,1.0994908221457071
713225,bayes_reliability,1.0367364742555143,0.8501239088895217
713225,history_learning_rate,1.042911215343194,0.7508960750470998
713225,root_evidence_weight,1.0495071017801039,0.3988126986764395
713225,field_learning_rate,0.9305326032339887,0.22332782477615729
713225,outcome_risk_weight,0.9868478551766398,0.33552827076005753
713225,dyad_packet_mass,0.9771994503580547,0.9771994503580547
713226,bayes_reliability,1.0458502100070708,0.857597172205798
713226,history_learning_rate,1.0262600638219619,0.7389072459518126
713226,root_evidence_weight,1.069204004403705,0.4062975216734079
713226,field_learning_rate,1.0004821265487163,0.24011571037169188
713226,outcome_risk_weight,0.9853653512599185,0.33502421942837235
713226,dyad_packet_mass,1.08303331194862,1.08303331194862
713227,bayes_reliability,1.0923281342023845,0.8957090700459552
713227,history_learning_rate,0.9414162652963949,0.6778197110134043
713227,root_evidence_weight,1.0359761509909213,0.3936709373765501
713227,field_learning_rate,0.9688226087694287,0.2325174261046629
713227,outcome_risk_weight,1.0374493595917649,0.3527327822612001
713227,dyad_packet_mass,1.0164092635242254,1.0164092635242254
713228,bayes_reliability,0.9799432535680244,0.80355346792578
713228,history_learning_rate,0.9487328887526539,0.6830876799019108
713228,root_evidence_weight,1.0201210460786818,0.3876459975098991
713228,field_learning_rate,1.0084326483200887,0.24202383559682128
713228,outcome_risk_weight,1.0332264375438034,0.3512969887648932
713228,dyad_packet_mass,1.0138284198625942,1.0138284198625942
713229,bayes_reliability,0.9933474649511076,0.8145449212599082
713229,history_learning_rate,0.9959722988425933,0.7171000551666672
713229,root_evidence_weight,0.9935749548835552,0.377558482855751
713229,field_learning_rate,0.9153925109508452,0.21969420262820283
713229,outcome_risk_weight,1.0387468781364368,0.35317393856638857
713229,dyad_packet_mass,0.9261348168639398,0.9261348168639398
713230,bayes_reliability,0.9347529589648839,0.7664974263512048
713230,history_learning_rate,1.0521335560471763,0.7575361603539669
713230,root_evidence_weight,0.9682028142579979,0.3679170694180392
713230,field_learning_rate,0.9149805356191894,0.21959532854860545
713230,outcome_risk_weight,1.0134918113319615,0.34458721585286695
713230,dyad_packet_mass,0.9876691099490175,0.9876691099490175
713231,bayes_reliability,0.9499592855764506,0.7789666141726894
713231,history_learning_rate,1.0445810027079465,0.7520983219497215
713231,root_evidence_weight,1.0293513351855703,0.39115350737051674
713231,field_learning_rate,1.009730456878965,0.24233530965095157
713231,outcome_risk_weight,0.9751530173884406,0.33155202591206984
713231,dyad_packet_mass,0.9560972902232266,0.9560972902232266
713232,bayes_reliability,0.9743237300998702,0.7989454586818935
713232,history_learning_rate,1.0016307640522193,0.7211741501175979
713232,root_evidence_weight,1.096535734848001,0.41668357924224037
713232,field_learning_rate,1.079840256817294,0.25916166163615056
713232,outcome_risk_weight,1.0393622899111,0.35338317856977397
713232,dyad_packet_mass,0.967545070016356,0.967545070016356
713233,bayes_reliability,0.9432582033165644,0.7734717267195828
713233,history_learning_rate,1.0070969993774548,0.7251098395517674
713233,root_evidence_weight,1.0707911157293712,0.4069006239771611
713233,field_learning_rate,0.9746048825455041,0.233905171810921
713233,outcome_risk_weight,0.921010990217352,0.3131437366738997
713233,dyad_packet_mass,0.9822758363409011,0.9822758363409011
713234,bayes_reliability,1.0106805818054176,0.8287580770804425
713234,history_learning_rate,1.0282609676243957,0.7403478966895649
713234,root_evidence_weight,1.0109966711772889,0.38417873504736977
713234,field_learning_rate,0.989524077919377,0.23748577870065046
713234,outcome_risk_weight,1.0695167133764358,0.3636356825479882
713234,dyad_packet_mass,1.0841547163469532,1.0841547163469532
713235,bayes_reliability,0.974349914170027,0.7989669296194222
713235,history_learning_rate,1.0449979273473993,0.7523985076901274
713235,root_evidence_weight,0.9604793137968566,0.3649821392428055
713235,field_learning_rate,0.9662894600611263,0.2319094704146703
713235,outcome_risk_weight,1.0222881836368982,0.3475779824365454
713235,dyad_packet_mass,1.084787522526772,1.084787522526772
713236,bayes_reliability,1.0368640032438998,0.8502284826599978
713236,history_learning_rate,1.018579565837214,0.7333772874027942
713236,root_evidence_weight,0.9206194504533156,0.3498353911722599
713236,field_learning_rate,1.081839521908802,0.2596414852581125
713236,outcome_risk_weight,0.9601476772527463,0.3264502102659338
713236,dyad_packet_mass,0.9418030961232868,0.9418030961232868
713237,bayes_reliability,0.9682153664824924,0.7939366005156437
713237,history_learning_rate,1.0820212238437592,0.7790552811675066
713237,root_evidence_weight,1.077702207740452,0.4095268389413717
713237,field_learning_rate,0.9604030558703579,0.23049673340888588
713237,outcome_risk_weight,0.9999224460728798,0.3399736316647792
713237,dyad_packet_mass,0.985229242562008,0.985229242562008
713238,bayes_reliability,1.059583595788382,0.8688585485464732
713238,history_learning_rate,0.9694135621108498,0.6979777647198119
713238,root_evidence_weight,1.099596066288076,0.41784650518946886
713238,field_learning_rate,1.0264556907014177,0.24634936576834024
713238,outcome_risk_weight,1.0306949171148647,0.350436271819054
713238,dyad_packet_mass,1.0019270308941126,1.0019270308941126
713239,bayes_reliability,1.0731836087735285,0.8800105591942933
713239,history_learning_rate,1.0740812215242692,0.7733384794974738
713239,root_evidence_weight,1.0466996055830218,0.3977458501215483
713239,field_learning_rate,0.921369704301952,0.22112872903246847
713239,outcome_risk_weight,1.00789179782489,0.34268321126046264
713239,dyad_packet_mass,0.9266710774776626,0.9266710774776626
713240,bayes_reliability,0.9736340063611766,0.7983798852161648
713240,history_learning_rate,1.0273628802509704,0.7397012737806987
713240,root_evidence_weight,1.0190262391649287,0.3872299708826729
713240,field_learning_rate,1.088647073263795,0.2612752975833108
713240,outcome_risk_weight,0.9316438631883662,0.31675891348404456
713240,dyad_packet_mass,0.9654873143072378,0.9654873143072378
713241,bayes_reliability,0.9125258079105035,0.7482711624866129
713241,history_learning_rate,1.066616190730854,0.7679636573262149
713241,root_evidence_weight,1.0760505101438043,0.4088991938546456
713241,field_learning_rate,1.0021785856436978,0.24052286055448746
713241,outcome_risk_weight,0.9304062460051187,0.31633812364174035
713241,dyad_packet_mass,1.045951466422878,1.045951466422878
713242,bayes_reliability,1.068550864501982,0.8762117088916251
713242,history_learning_rate,1.0442123804472185,0.7518329139219974
713242,root_evidence_weight,1.0351909962107615,0.3933725785600894
713242,field_learning_rate,0.9012201802343701,0.2162928432562488
713242,outcome_risk_weight,0.9808457538478106,0.3334875563082556
713242,dyad_packet_mass,1.0931017433010106,1.0931017433010106
713243,bayes_reliability,1.0114710119332782,0.829406229785288
713243,history_learning_rate,0.9493580322102462,0.6835377831913773
713243,root_evidence_weight,1.0046067720602214,0.38175057338288415
713243,field_learning_rate,1.03990239244476,0.24957657418674237
713243,outcome_risk_weight,0.9323054442491303,0.31698385104470433
713243,dyad_packet_mass,1.0131428595458563,1.0131428595458563
713244,bayes_reliability,0.908628104431195,0.7450750456335798
713244,history_learning_rate,0.9929194541348015,0.7149020069770571
713244,root_evidence_weight,1.028991481313871,0.39101676289927095
713244,field_learning_rate,0.9014908432845553,0.21635780238829327
713244,outcome_risk_weight,1.0679132779785592,0.3630905145127101
713244,dyad_packet_mass,0.9901084811235853,0.9901084811235853
713245,bayes_reliability,0.9330851106602371,0.7651297907413944
713245,history_learning_rate,1.0625113671046231,0.7650081843153286
713245,root_evidence_weight,0.9846135102751433,0.37415313390455446
713245,field_learning_rate,1.0964878039023878,0.26315707293657303
713245,outcome_risk_weight,0.9041633575385265,0.307415541563099
713245,dyad_packet_mass,1.0314400355254958,1.0314400355254958
713246,bayes_reliability,1.0626113965304633,0.8713413451549799
713246,history_learning_rate,1.0808436990253563,0.7782074632982565
713246,root_evidence_weight,1.0481602312348899,0.39830088786925816
713246,field_learning_rate,1.0979602018316785,0.26351044843960286
713246,outcome_risk_weight,0.9366218591102428,0.31845143209748256
713246,dyad_packet_mass,0.9385052079036758,0.9385052079036758
713247,bayes_reliability,1.0921948096667122,0.8955997439267039
713247,history_learning_rate,0.9775067462928309,0.7038048573308382
713247,root_evidence_weight,1.0704164927586468,0.4067582672482858
713247,field_learning_rate,0.9500899818279719,0.22802159563871324
713247,outcome_risk_weight,0.9630963194134902,0.3274527486005867
713247,dyad_packet_mass,1.0546047070264624,1.0546047070264624
713248,bayes_reliability,1.0844534725448391,0.889251847486768
713248,history_learning_rate,0.9199627118807301,0.6623731525541257
713248,root_evidence_weight,0.9458452700466057,0.35942120261771016
713248,field_learning_rate,0.9332382545604074,0.22397718109449777
713248,outcome_risk_weight,0.9846256778228077,0.33477273045975464
713248,dyad_packet_mass,1.0603368058203957,1.0603368058203957
713249,bayes_reliability,1.0519209699623175,0.8625751953691003
713249,history_learning_rate,1.0805798613411632,0.7780175001656375
713249,root_evidence_weight,1.0733548213572197,0.4078748321157435
713249,field_learning_rate,0.9312778987703917,0.223506695704894
713249,outcome_risk_weight,0.9608436104895122,0.32668682756643413
713249,dyad_packet_mass,0.9361795491816403,0.9361795491816403
713250,bayes_reliability,0.926706691562147,0.7598994870809606
713250,history_learning_rate,0.9637837326403794,0.6939242875010732
713250,root_evidence_weight,1.0161684291107127,0.3861440030620708
713250,field_learning_rate,1.0989733422126522,0.2637536021310365
713250,outcome_risk_weight,1.0201760405411668,0.34685985378399675
713250,dyad_packet_mass,1.0106083367686793,1.0106083367686793
713251,bayes_reliability,1.052661005533069,0.8631820245371165
713251,history_learning_rate,1.0819365475538711,0.7789943142387872
713251,root_evidence_weight,0.9066007671389148,0.3445082915127876
713251,field_learning_rate,0.916456727025932,0.21994961448622366
713251,outcome_risk_weight,0.9877774008587965,0.33584431629199085
713251,dyad_packet_mass,1.0541554871469392,1.0541554871469392
713252,bayes_reliability,1.0563293380680678,0.8661900572158155
713252,history_learning_rate,1.0056921380494266,0.7240983393955871
713252,root_evidence_weight,1.0188281426587649,0.38715469421033066
713252,field_learning_rate,1.0348282411701988,0.2483587778808477
713252,outcome_risk_weight,1.0870436644981238,0.36959484592936215
713252,dyad_packet_mass,1.0018647943697954,1.0018647943697954
713253,bayes_reliability,0.993287326293244,0.81449560756046
713253,history_learning_rate,0.9453075138544011,0.6806214099751688
713253,root_evidence_weight,0.9586653503101568,0.3642928331178596
713253,field_learning_rate,0.927277568947668,0.22254661654744032
713253,outcome_risk_weight,0.9273434164950061,0.3152967616083021
713253,dyad_packet_mass,0.9522122804107485,0.9522122804107485
713254,bayes_reliability,0.9676510425869934,0.7934738549213346
713254,history_learning_rate,0.9989771597436667,0.71926355501544
713254,root_evidence_weight,0.9682420080666019,0.36793196306530873
713254,field_learning_rate,1.0504798567900804,0.2521151656296193
713254,outcome_risk_weight,0.9079290135733946,0.3086958646149542
713254,dyad_packet_mass,0.9954812757769922,0.9954812757769922
713255,bayes_reliability,0.9226826115819211,0.7565997414971752
713255,history_learning_rate,1.0294983742118762,0.7412388294325508
713255,root_evidence_weight,1.0412856852321073,0.39568856038820077
713255,field_learning_rate,1.0123169962596725,0.2429560791023214
713255,outcome_risk_weight,1.0151780549577243,0.3451605386856263
713255,dyad_packet_mass,0.940818061311199,0.940818061311199
713256,bayes_reliability,0.9035631402296205,0.7409217749882887
713256,history_learning_rate,1.0812124323627623,0.7784729513011889
713256,root_evidence_weight,1.0153070844017127,0.38581669207265085
713256,field_learning_rate,0.9925861758557022,0.23822068220536852
713256,outcome_risk_weight,1.089686876880787,0.3704935381394676
713256,dyad_packet_mass,0.9025538785373669,0.9025538785373669
713257,bayes_reliability,0.9470615463243296,0.7765904679859502
713257,history_learning_rate,0.9913304973972952,0.7137579581260525
713257,root_evidence_weight,1.0033785624008258,0.3812838537123138
713257,field_learning_rate,0.929546205309269,0.22309108927422455
713257,outcome_risk_weight,1.0779475431123906,0.36650216465821284
713257,dyad_packet_mass,1.0771950226146951,1.0771950226146951
713258,bayes_reliability,1.0162361016924166,0.8333136033877816
713258,history_learning_rate,1.000164866010103,0.7201187035272741
713258,root_evidence_weight,1.0950294045477533,0.41611117372814627
713258,field_learning_rate,0.9182606018954128,0.22038254445489908
713258,outcome_risk_weight,0.9762808042243424,0.33193547343627644
713258,dyad_packet_mass,0.9442386556730973,0.9442386556730973
713259,bayes_reliability,0.9333878905786362,0.7653780702744817
713259,history_learning_rate,0.9786164067204683,0.7046038128387372
713259,root_evidence_weight,0.9792539409258938,0.3721164975518396
713259,field_learning_rate,1.0592771207562803,0.2542265089815073
713259,outcome_risk_weight,1.0009971502232407,0.34033903107590185
713259,dyad_packet_mass,1.0377686070508219,1.0377686070508219
713260,bayes_reliability,0.9134581016670578,0.7490356433669874
713260,history_learning_rate,1.0603735139546855,0.7634689300473735
713260,root_evidence_weight,1.0864329244529796,0.41284451129213223
713260,field_learning_rate,0.9436042572409088,0.2264650217378181
713260,outcome_risk_weight,0.9157389523485933,0.31135124379852175
713260,dyad_packet_mass,1.00564661988154,1.00564661988154
713261,bayes_reliability,0.9511095418656846,0.7799098243298613
713261,history_learning_rate,1.0034041459070968,0.7224509850531097
713261,root_evidence_weight,0.9142737222016132,0.347424014436613
713261,field_learning_rate,1.0938780469519271,0.2625307312684625
713261,outcome_risk_weight,1.0900133996719827,0.3706045558884742
713261,dyad_packet_mass,0.9979209120006998,0.9979209120006998
713262,bayes_reliability,1.0887191522242814,0.8927497048239107
713262,history_learning_rate,1.0816897885787524,0.7788166477767017
713262,root_evidence_weight,1.0947689187056595,0.41601218910815063
713262,field_learning_rate,1.0550899526478548,0.25322158863548516
713262,outcome_risk_weight,1.0767674135213123,0.3661009205972462
713262,dyad_packet_mass,1.04497894237495,1.04497894237495
713263,bayes_reliability,0.9541031069760456,0.7823645477203574
713263,history_learning_rate,1.0109325345361748,0.7278714248660458
713263,root_evidence_weight,1.073280748250806,0.4078466843353063
713263,field_learning_rate,1.0831261312253768,0.25995027149409045
713263,outcome_risk_weight,1.0733093466787493,0.3649251778707748
713263,dyad_packet_mass,1.054024448521341,1.054024448521341
713264,bayes_reliability,1.087633131833459,0.8918591681034365
713264,history_learning_rate,1.08409779049334,0.7805504091552048
713264,root_evidence_weight,1.0898742686721516,0.41415222209541763
713264,field_learning_rate,1.0863444320238862,0.26072266368573266
713264,outcome_risk_weight,1.0313581199774673,0.3506617607923389
713264,dyad_packet_mass,1.0145342078227875,1.0145342078227875
713265,bayes_reliability,0.9402833456754337,0.7710323434538556
713265,history_learning_rate,0.9547597921667809,0.6874270503600822
713265,root_evidence_weight,1.0558772268270704,0.40123334619428674
713265,field_learning_rate,0.9831778081176505,0.2359626739482361
713265,outcome_risk_weight,1.0291317238820714,0.34990478611990433
713265,dyad_packet_mass,0.9150593657873941,0.9150593657873941
713266,bayes_reliability,1.0511214380648473,0.8619195792131747
713266,history_learning_rate,1.0502016755443822,0.7561452063919551
713266,root_evidence_weight,0.9521522949825504,0.36181787209336913
713266,field_learning_rate,0.9226143302221528,0.22142743925331665
713266,outcome_risk_weight,0.949025706540422,0.3226687402237435
713266,dyad_packet_mass,0.9607439115736807,0.9607439115736807
713267,bayes_reliability,1.0416352927704997,0.8541409400718097
713267,history_learning_rate,0.9863730699861977,0.7101886103900623
713267,root_evidence_weight,0.9712601188703311,0.36907884517072587
713267,field_learning_rate,1.0223471587756303,0.24536331810615128
713267,outcome_risk_weight,1.0567585192308002,0.3592978965384721
713267,dyad_packet_mass,0.9431483886145877,0.9431483886145877
713268,bayes_reliability,1.0820830214026496,0.8873080775501726
713268,history_learning_rate,0.979981540788232,0.705586709367527
713268,root_evidence_weight,1.0046395622161413,0.3817630336421337
713268,field_learning_rate,0.997651471805942,0.23943635323342607
713268,outcome_risk_weight,0.9209492333488001,0.313122739338592
713268,dyad_packet_mass,0.9805073652162863,0.9805073652162863
713269,bayes_reliability,1.0055889441086496,0.8245829341690927
713269,history_learning_rate,0.9941699390865624,0.7158023561423249
713269,root_evidence_weight,1.0742193798897501,0.40820336435810506
713269,field_learning_rate,0.9312242454578065,0.22349381890987355
713269,outcome_risk_weight,0.9577840978362049,0.32564659326430967
713269,dyad_packet_mass,1.0476231992322758,1.0476231992322758
713270,bayes_reliability,0.907252476198784,0.7439470304830028
713270,history_learning_rate,1.0931712084456584,0.787083270080874
713270,root_evidence_weight,0.9607723890775888,0.36509350784948374
713270,field_learning_rate,1.0426527482589374,0.25023665958214497
713270,outcome_risk_weight,1.070606322846438,0.36400614976778894
713270,dyad_packet_mass,1.0630587117677937,1.0630587117677937
713271,bayes_reliability,1.0200576236379244,0.836447251383098
713271,history_learning_rate,0.9243892560815292,0.665560264378701
713271,root_evidence_weight,0.9934182313891382,0.37749892792787254
713271,field_learning_rate,1.0651378609945075,0.2556330866386818
713271,outcome_risk_weight,1.081961101425627,0.36786677448471317
713271,dyad_packet_mass,1.0088202690949972,1.0088202690949972
713272,bayes_reliability,0.9274889514457558,0.7605409401855198
713272,history_learning_rate,1.0426324697527458,0.750695378221977
713272,root_evidence_weight,0.9021430634862923,0.34281436412479105
713272,field_learning_rate,0.9589489767523985,0.23014775442057564
713272,outcome_risk_weight,1.0865757569508123,0.3694357573632762
713272,dyad_packet_mass,0.9341985826232421,0.9341985826232421
713273,bayes_reliability,0.9263138355582632,0.7595773451577758
713273,history_learning_rate,1.0463085237523102,0.7533421371016633
713273,root_evidence_weight,0.9451547376951774,0.3591588003241674
713273,field_learning_rate,1.040829288137847,0.24979902915308325
713273,outcome_risk_weight,0.9663496076426883,0.328558866598514
713273,dyad_packet_mass,0.9780908725436439,0.9780908725436439
713274,bayes_reliability,0.9356913359601152,0.7672668954872944
713274,history_learning_rate,0.924091859266882,0.665346138672155
713274,root_evidence_weight,0.9197398461623915,0.34950114154170875
713274,field_learning_rate,1.0588303666564118,0.25411928799753886
713274,outcome_risk_weight,1.0061012472294024,0.3420744240579969
713274,dyad_packet_mass,0.9755552302645176,0.9755552302645176
713275,bayes_reliability,0.9563378061667974,0.7841970010567738
713275,history_learning_rate,0.9440719840911848,0.679731828545653
713275,root_evidence_weight,1.0677155108639884,0.4057318941283156
713275,field_learning_rate,0.9712470462446976,0.2330992910987274
713275,outcome_risk_weight,0.9003250376067012,0.30611051278627843
713275,dyad_packet_mass,1.039409897672589,1.039409897672589
713276,bayes_reliability,0.9140427124216247,0.7495150241857322
713276,history_learning_rate,0.9668214735241953,0.6961114609374206
713276,root_evidence_weight,1.0441523257361638,0.39677788377974227
713276,field_learning_rate,1.0223938382611342,0.2453745211826722
713276,outcome_risk_weight,0.9760572665267712,0.3318594706191022
713276,dyad_packet_mass,0.9026835581288188,0.9026835581288188
713277,bayes_reliability,0.9305262997082945,0.7630315657608014
713277,history_learning_rate,1.0544477325317982,0.7592023674228947
713277,root_evidence_weight,1.0005545608713002,0.3802107331310941
713277,field_learning_rate,0.9316158418712186,0.22358780204909245
713277,outcome_risk_weight,0.9854486132458427,0.3350525285035865
713277,dyad_packet_mass,0.9629579297812298,0.9629579297812298
713278,bayes_reliability,1.0628111519490824,0.8715051445982475
713278,history_learning_rate,0.923251177543933,0.6647408478316318
713278,root_evidence_weight,1.0098194141956787,0.3837313773943579
713278,field_learning_rate,1.0780246018258441,0.2587259044382026
713278,outcome_risk_weight,0.9132523242344054,0.3105057902396979
713278,dyad_packet_mass,0.9790997948800024,0.9790997948800024
713279,bayes_reliability,1.004957314654812,0.8240649980169459
713279,history_learning_rate,1.0907087081793985,0.7853102698891669
713279,root_evidence_weight,1.0237925774786607,0.3890411794418911
713279,field_learning_rate,0.9012285019891153,0.21629484047738767
713279,outcome_risk_weight,1.0025650760330405,0.3408721258512338
713279,dyad_packet_mass,0.9152115998598507,0.9152115998598507
713280,bayes_reliability,1.0336039063230265,0.8475552031848816
713280,history_learning_rate,0.9692031272147477,0.6978262515946183
713280,root_evidence_weight,0.9478940424372041,0.36019973612613754
713280,field_learning_rate,0.9070196385651074,0.21768471325562577
713280,outcome_risk_weight,0.972571642747277,0.33067435853407423
713280,dyad_packet_mass,1.021248895657038,1.021248895657038
713281,bayes_reliability,1.0675878175157283,0.8754220103628971
713281,history_learning_rate,1.0203687289684797,0.7346654848573054
713281,root_evidence_weight,1.0950125809652314,0.4161047807667879
713281,field_learning_rate,1.0425477492334192,0.2502114598160206
713281,outcome_risk_weight,0.950853099557293,0.3232900538494797
713281,dyad_packet_mass,1.0723904370663617,1.0723904370663617
713282,bayes_reliability,1.0787095415268084,0.8845418240519829
713282,history_learning_rate,0.9069442656133908,0.6529998712416414
713282,root_evidence_weight,1.0607357313377477,0.40307957790834414
713282,field_learning_rate,0.9464633229232488,0.2271511975015797
