stage,seed,no_refusal_accuracy,after_refusal_accuracy,pre_refusal_posteriors_equal,remaining_trust_growth,pressuring_trust_growth,posterior_outcome,posterior_competence,posterior_partner,permission_low_stakes,permission_high_stakes,permission_gap,stakes_posteriors_matched,local_transfer,shared_transfer,transfer_tracks_inferred_variable,evidence_labels_identical,local_forecast_change,shared_competence_change,hope_baseline_permission,hope_role_permission,hope_obsolete_permission,hope_role_shift,hope_obsolete_shift,hope_posterior_max_change,high_failure_effect,low_failure_effect,smooth_success_effect,high_diagnosticity_asymmetry,low_diagnosticity_asymmetry,repair_effect,k_smooth_effect,repair_exceeds_k
confirm,14759,0.5,0.9878048780487805,true,0.4878048780487805,-0.4878048780487805,0.7675562684026228,0.7779513179013331,0.9,0.9658484744570883,0.8414156076703821,0.12443286678670618,true,0.0,0.03213800681031642,true,true,0.5653764701479136,0.5895094305130444,0.8414156076703821,0.9980336116414523,0.9597261709704057,0.15661800397107017,0.11831056330002354,0.0,1.2482892771542005,0.20804821285903344,0.3536819618603569,true,false,1.2274844558682971,1.0610458855810707,true
confirm,14760,0.5,0.9878048780487805,true,0.4878048780487805,-0.4878048780487805,0.7083736054969397,0.719088836805436,0.9,0.9612931193252011,0.7593369857858083,0.2019561335393928,true,0.0,0.04014901518646263,true,true,0.6327771103360379,0.658253385855318,0.7593369857858083,0.9976351525907803,0.948975314974431,0.23829816680497196,0.18963832918862267,0.0,1.1613257864161133,0.1935542977360189,0.32904230615123214,true,false,1.1419703566425115,0.9871269184536964,true
confirm,14761,0.5,0.9878048780487805,true,0.4878048780487805,-0.4878048780487805,0.7437352844088208,0.7544292822368912,0.9,0.964085545148925,0.8115572515334082,0.15252829361551679,true,0.0,0.03542939641250964,true,true,0.5945149570449341,0.6191749685579618,0.8115572515334082,0.9978821598647897,0.9556076205848336,0.1863249083313815,0.14405036905142543,0.0,1.2109837889217712,0.2018306314869619,0.34311207352783524,true,false,1.190800725773075,1.0293362205835057,true
confirm,14762,0.5,0.9878048780487805,true,0.4878048780487805,-0.4878048780487805,0.728927091346613,0.7396919163907617,0.9,0.9629424158299295,0.790854252228585,0.1720881636013445,true,0.0,0.03743124474121673,true,true,0.6112170728188455,0.6362139572823633,0.790854252228585,0.9977820901981419,0.9529072695167164,0.20692783796955694,0.16205301728813148,0.0,1.1894149727906156,0.19823582879843593,0.3370009089573411,true,false,1.169591389910772,1.0110027268720232,true
confirm,14763,0.5,0.9878048780487805,true,0.4878048780487805,-0.4878048780487805,0.7364914629167005,0.7472311944602291,0.9,0.9635309796153823,0.801638397156273,0.1618925824591092,true,0.0,0.03641308923900988,true,true,0.6028133103681694,0.6276372231311186,0.801638397156273,0.9978337953363909,0.954300317629505,0.19619539818011789,0.1526619204732319,0.0,1.200286321028096,0.20004772017134936,0.34008112429129395,true,false,1.180281549010961,1.0202433728738818,true
confirm,14764,0.5,0.9878048780487805,true,0.4878048780487805,-0.4878048780487805,0.7564956378509948,0.7670577147624896,0.9,0.9650413196722984,0.8280708815898442,0.13697043808245424,true,0.0,0.03367669912149107,true,true,0.5792714589450128,0.6036468749694515,0.8280708815898442,0.9979647047422119,0.9578478855092643,0.16989382315236767,0.12977700391942004,0.0,1.2305462703904364,0.20509104506507275,0.34865477661062366,true,false,1.210037165883929,1.045964329831871,true
confirm,14765,0.5,0.9878048780487805,true,0.4878048780487805,-0.4878048780487805,0.7505985846561615,0.7612297473072897,0.9,0.9646029333674505,0.8205900702875686,0.14401286307988193,true,0.0,0.034489770301281086,true,true,0.5864177002651536,0.6109239865440292,0.8205900702875686,0.9979269713232498,0.9568224249040289,0.17733690103568123,0.13623235461646033,0.0,1.2213887621826278,0.20356479369710467,0.34606014928507794,true,false,1.2010322828129174,1.038180447855234,true
confirm,14766,0.5,0.9878048780487805,true,0.4878048780487805,-0.4878048780487805,0.713111546412105,0.7238535537723871,0.9,0.9616799173154962,0.7668895178047455,0.19479039951075072,true,0.0,0.039528982894329046,true,true,0.627966168921293,0.6533307167215506,0.7668895178047455,0.9976698826282931,0.9499009987753546,0.2307803648235477,0.18301148097060915,0.0,1.1676205900061494,0.19460343166769156,0.3308258338350757,true,false,1.1481602468393801,0.9924775015052271,true
confirm,14767,0.5,0.9878048780487805,true,0.4878048780487805,-0.4878048780487805,0.7620994470120812,0.7725829915888123,0.9,0.9654526998913415,0.8349427575247399,0.13050994236660163,true,0.0,0.0328993087117484,true,true,0.5723134078868367,0.5965654961480702,0.8349427575247399,0.9979999164435335,0.9588068158083175,0.16305715891879358,0.1238640582835776,0.0,1.2394411815344113,0.20657353025573522,0.3511750014347499,true,false,1.2187838285088377,1.0535250043042497,true
confirm,14768,0.5,0.9878048780487805,true,0.4878048780487805,-0.4878048780487805,0.77360129294183,0.7838845062022028,0.9,0.96628143301033,0.8483381545139405,0.11794327849638953,true,0.0,0.03128987046809961,true,true,0.5574999687997442,0.5815020667453443,0.8483381545139405,0.9980702689567319,0.9607281560601719,0.14973211444279144,0.11239000154623147,0.0,1.2583132105681696,0.20971886842802828,0.3565220763276481,true,false,1.2373413237253668,1.0695662289829442,true
confirm,14769,0.5,0.9878048780487805,true,0.4878048780487805,-0.4878048780487805,0.744596039043927,0.7552831955355424,0.9,0.964150859715715,0.8127094878659992,0.15144137184971584,true,0.0,0.035311955132172335,true,true,0.5935121530031435,0.6181528017376643,0.8127094878659992,0.9978878333872574,0.955761239975243,0.18517834552125823,0.1430517521092438,0.0,1.2122741234772985,0.2020456872462164,0.3434776683185679,true,false,1.1920695547526767,1.0304330049557038,true
confirm,14770,0.5,0.9878048780487805,true,0.4878048780487805,-0.4878048780487805,0.7262831935605614,0.7370513090375646,0.9,0.962734392868556,0.7869816944059397,0.17575269846261632,true,0.0,0.03778487825424315,true,true,0.6140930979843355,0.6391508782269194,0.7869816944059397,0.9977637232305765,0.9524135843628895,0.2107820288246368,0.1654318899569498,0.0,1.1856851151861432,0.19761418586435722,0.3359441159694073,true,false,1.1659236965997075,1.0078323479082218,true
