seed,arm,favorable_policy,selected_policy,selection_tracks,relational_change,learned_cost,learned_reliability
707298,ablation,hypervigilance,hypervigilance,true,0.0,0.21701172247195263,0.9426914816
707299,off,internal_attack,internal_attack,true,0.0,0.09755086511694128,0.77952128
707299,on,internal_attack,internal_attack,true,0.3344035881095152,0.09755086511694128,0.77952128
707299,ablation,internal_attack,internal_attack,true,0.0,0.09755086511694128,0.77952128
707300,off,oscillation,oscillation,true,0.0,0.2340369464815229,0.99692672
707300,on,oscillation,oscillation,true,0.3344035881095152,0.2340369464815229,0.99692672
707300,ablation,oscillation,oscillation,true,0.0,0.2340369464815229,0.99692672
707301,off,exclusion,oscillation,false,0.0,0.5771196364675115,0.99692672
707301,on,exclusion,oscillation,false,0.3344035881095152,0.5771196364675115,0.99692672
707301,ablation,exclusion,oscillation,false,0.0,0.5771196364675115,0.99692672
707302,off,hypervigilance,internal_attack,false,0.0,0.6709714163215339,0.98112128
707302,on,hypervigilance,internal_attack,false,0.3344035881095152,0.6709714163215339,0.98112128
707302,ablation,hypervigilance,internal_attack,false,0.0,0.6709714163215339,0.98112128
707303,off,internal_attack,internal_attack,true,0.0,0.08796803991033006,0.94047872
707303,on,internal_attack,internal_attack,true,0.3344035881095152,0.08796803991033006,0.94047872
707303,ablation,internal_attack,internal_attack,true,0.0,0.08796803991033006,0.94047872
707304,off,oscillation,oscillation,true,0.0,0.10451291844849192,0.79532672
707304,on,oscillation,oscillation,true,0.3344035881095152,0.10451291844849192,0.79532672
707304,ablation,oscillation,oscillation,true,0.0,0.10451291844849192,0.79532672
707305,off,exclusion,exclusion,true,0.0,0.2065363693547823,0.9991394816
707305,on,exclusion,exclusion,true,0.3344035881095152,0.2065363693547823,0.9991394816
707305,ablation,exclusion,exclusion,true,0.0,0.2065363693547823,0.9991394816
707306,off,hypervigilance,internal_attack,false,0.0,0.6505707072932589,0.9246732799999999
707306,on,hypervigilance,internal_attack,false,0.3344035881095152,0.6505707072932589,0.9246732799999999
707306,ablation,hypervigilance,internal_attack,false,0.0,0.6505707072932589,0.9246732799999999
707307,off,internal_attack,internal_attack,true,0.0,0.2704136231399381,0.99692672
707307,on,internal_attack,internal_attack,true,0.3344035881095152,0.2704136231399381,0.99692672
707307,ablation,internal_attack,internal_attack,true,0.0,0.2704136231399381,0.99692672
707308,off,oscillation,oscillation,true,0.0,0.09846641134702935,0.99692672
707308,on,oscillation,oscillation,true,0.3344035881095152,0.09846641134702935,0.99692672
707308,ablation,oscillation,oscillation,true,0.0,0.09846641134702935,0.99692672
707309,off,exclusion,exclusion,true,0.0,0.17414868000161876,0.9991394816
707309,on,exclusion,exclusion,true,0.3344035881095152,0.17414868000161876,0.9991394816
707309,ablation,exclusion,exclusion,true,0.0,0.17414868000161876,0.9991394816
707310,off,hypervigilance,hypervigilance,true,0.0,0.1127363207895358,0.9991394816
707310,on,hypervigilance,hypervigilance,true,0.3344035881095152,0.1127363207895358,0.9991394816
707310,ablation,hypervigilance,hypervigilance,true,0.0,0.1127363207895358,0.9991394816
707311,off,internal_attack,internal_attack,true,0.0,0.23434122118038703,0.99692672
707311,on,internal_attack,internal_attack,true,0.3344035881095152,0.23434122118038703,0.99692672
707311,ablation,internal_attack,internal_attack,true,0.0,0.23434122118038703,0.99692672
707312,off,oscillation,oscillation,true,0.0,0.19485412715923636,0.7230732799999999
707312,on,oscillation,oscillation,true,0.3344035881095152,0.19485412715923636,0.7230732799999999
707312,ablation,oscillation,oscillation,true,0.0,0.19485412715923636,0.7230732799999999
707313,off,exclusion,internal_attack,false,0.0,0.6477956853168271,0.79532672
707313,on,exclusion,internal_attack,false,0.3344035881095152,0.6477956853168271,0.79532672
707313,ablation,exclusion,internal_attack,false,0.0,0.6477956853168271,0.79532672
707314,off,hypervigilance,hypervigilance,true,0.0,0.2903041066718457,0.9833340416
707314,on,hypervigilance,hypervigilance,true,0.3344035881095152,0.2903041066718457,0.9833340416
707314,ablation,hypervigilance,hypervigilance,true,0.0,0.2903041066718457,0.9833340416
707315,off,internal_attack,internal_attack,true,0.0,0.23085331254583616,0.77952128
707315,on,internal_attack,internal_attack,true,0.3344035881095152,0.23085331254583616,0.77952128
707315,ablation,internal_attack,internal_attack,true,0.0,0.23085331254583616,0.77952128
707316,off,oscillation,internal_attack,false,0.0,0.6041859294910983,0.98112128
707316,on,oscillation,internal_attack,false,0.3344035881095152,0.6041859294910983,0.98112128
707316,ablation,oscillation,internal_attack,false,0.0,0.6041859294910983,0.98112128
707317,off,exclusion,internal_attack,false,0.0,0.7135558938256483,0.9246732799999999
707317,on,exclusion,internal_attack,false,0.3344035881095152,0.7135558938256483,0.9246732799999999
707317,ablation,exclusion,internal_attack,false,0.0,0.7135558938256483,0.9246732799999999
707318,off,hypervigilance,hypervigilance,true,0.0,0.30861558474978357,0.9991394816
707318,on,hypervigilance,hypervigilance,true,0.3344035881095152,0.30861558474978357,0.9991394816
707318,ablation,hypervigilance,hypervigilance,true,0.0,0.30861558474978357,0.9991394816
707319,off,internal_attack,internal_attack,true,0.0,0.22286521106593804,0.99692672
707319,on,internal_attack,internal_attack,true,0.3344035881095152,0.22286521106593804,0.99692672
707319,ablation,internal_attack,internal_attack,true,0.0,0.22286521106593804,0.99692672
707320,off,oscillation,oscillation,true,0.0,0.15041170378127686,0.99692672
707320,on,oscillation,oscillation,true,0.3344035881095152,0.15041170378127686,0.99692672
707320,ablation,oscillation,oscillation,true,0.0,0.15041170378127686,0.99692672
707321,off,exclusion,exclusion,true,0.0,0.14835903666236727,0.9991394816
707321,on,exclusion,exclusion,true,0.3344035881095152,0.14835903666236727,0.9991394816
707321,ablation,exclusion,exclusion,true,0.0,0.14835903666236727,0.9991394816
707322,off,hypervigilance,hypervigilance,true,0.0,0.2329412412978859,0.9991394816
707322,on,hypervigilance,hypervigilance,true,0.3344035881095152,0.2329412412978859,0.9991394816
707322,ablation,hypervigilance,hypervigilance,true,0.0,0.2329412412978859,0.9991394816
707323,off,internal_attack,internal_attack,true,0.0,0.1956423995582084,0.79532672
707323,on,internal_attack,internal_attack,true,0.3344035881095152,0.1956423995582084,0.79532672
707323,ablation,internal_attack,internal_attack,true,0.0,0.1956423995582084,0.79532672
707324,off,oscillation,oscillation,true,0.0,0.3236057285776034,0.94047872
707324,on,oscillation,oscillation,true,0.3344035881095152,0.3236057285776034,0.94047872
707324,ablation,oscillation,oscillation,true,0.0,0.3236057285776034,0.94047872
707325,off,exclusion,exclusion,true,0.0,0.24219993597299522,0.9426914816
707325,on,exclusion,exclusion,true,0.3344035881095152,0.24219993597299522,0.9426914816
707325,ablation,exclusion,exclusion,true,0.0,0.24219993597299522,0.9426914816
707326,off,hypervigilance,hypervigilance,true,0.0,0.19346590355318982,0.9789085183999999
707326,on,hypervigilance,hypervigilance,true,0.3344035881095152,0.19346590355318982,0.9789085183999999
707326,ablation,hypervigilance,hypervigilance,true,0.0,0.19346590355318982,0.9789085183999999
707327,off,internal_attack,internal_attack,true,0.0,0.35053765464160025,0.94047872
707327,on,internal_attack,internal_attack,true,0.3344035881095152,0.35053765464160025,0.94047872
707327,ablation,internal_attack,internal_attack,true,0.0,0.35053765464160025,0.94047872
707328,off,oscillation,oscillation,true,0.0,0.17637986256953037,0.73887872
707328,on,oscillation,oscillation,true,0.3344035881095152,0.17637986256953037,0.73887872
707328,ablation,oscillation,oscillation,true,0.0,0.17637986256953037,0.73887872
707329,off,exclusion,exclusion,true,0.0,0.2116583199222477,0.9991394816
707329,on,exclusion,exclusion,true,0.3344035881095152,0.2116583199222477,0.9991394816
707329,ablation,exclusion,exclusion,true,0.0,0.2116583199222477,0.9991394816
707330,off,hypervigilance,hypervigilance,true,0.0,0.21475902158748786,0.9833340416
707330,on,hypervigilance,hypervigilance,true,0.3344035881095152,0.21475902158748786,0.9833340416
707330,ablation,hypervigilance,hypervigilance,true,0.0,0.21475902158748786,0.9833340416
707331,off,internal_attack,internal_attack,true,0.0,0.2706364093554102,0.99692672
707331,on,internal_attack,internal_attack,true,0.3344035881095152,0.2706364093554102,0.99692672
707331,ablation,internal_attack,internal_attack,true,0.0,0.2706364093554102,0.99692672
707332,off,oscillation,oscillation,true,0.0,0.22335215878110565,0.79532672
707332,on,oscillation,oscillation,true,0.3344035881095152,0.22335215878110565,0.79532672
707332,ablation,oscillation,oscillation,true,0.0,0.22335215878110565,0.79532672
707333,off,exclusion,exclusion,true,0.0,0.21025368793731253,0.7410914815999999
707333,on,exclusion,exclusion,true,0.3344035881095152,0.21025368793731253,0.7410914815999999
707333,ablation,exclusion,exclusion,true,0.0,0.21025368793731253,0.7410914815999999
707334,off,hypervigilance,internal_attack,false,0.0,0.5381465487093772,0.9246732799999999
707334,on,hypervigilance,internal_attack,false,0.3344035881095152,0.5381465487093772,0.9246732799999999
707334,ablation,hypervigilance,internal_attack,false,0.0,0.5381465487093772,0.9246732799999999
707335,off,internal_attack,exclusion,false,0.0,0.6851664181931605,0.9789085183999999
707335,on,internal_attack,exclusion,false,0.3344035881095152,0.6851664181931605,0.9789085183999999
707335,ablation,internal_attack,exclusion,false,0.0,0.6851664181931605,0.9789085183999999
707336,off,oscillation,hypervigilance,false,0.0,0.6771046330069175,0.9426914816
707336,on,oscillation,hypervigilance,false,0.3344035881095152,0.6771046330069175,0.9426914816
707336,ablation,oscillation,hypervigilance,false,0.0,0.6771046330069175,0.9426914816
707337,off,exclusion,hypervigilance,false,0.0,0.5817666886682114,0.9224605184
707337,on,exclusion,hypervigilance,false,0.3344035881095152,0.5817666886682114,0.9224605184
707337,ablation,exclusion,hypervigilance,false,0.0,0.5817666886682114,0.9224605184
707338,off,hypervigilance,hypervigilance,true,0.0,0.13013903948794042,0.7975394816
707338,on,hypervigilance,hypervigilance,true,0.3344035881095152,0.13013903948794042,0.7975394816
707338,ablation,hypervigilance,hypervigilance,true,0.0,0.13013903948794042,0.7975394816
707339,off,internal_attack,hypervigilance,false,0.0,0.6323943687387255,0.7931139584
707339,on,internal_attack,hypervigilance,false,0.3344035881095152,0.6323943687387255,0.7931139584
707339,ablation,internal_attack,hypervigilance,false,0.0,0.6323943687387255,0.7931139584
707340,off,oscillation,oscillation,true,0.0,0.30642419341867494,0.99692672
707340,on,oscillation,oscillation,true,0.3344035881095152,0.30642419341867494,0.99692672
707340,ablation,oscillation,oscillation,true,0.0,0.30642419341867494,0.99692672
707341,off,exclusion,exclusion,true,0.0,0.16101233471267432,0.9991394816
707341,on,exclusion,exclusion,true,0.3344035881095152,0.16101233471267432,0.9991394816
707341,ablation,exclusion,exclusion,true,0.0,0.16101233471267432,0.9991394816
707342,off,hypervigilance,hypervigilance,true,0.0,0.242783908069307,0.9991394816
707342,on,hypervigilance,hypervigilance,true,0.3344035881095152,0.242783908069307,0.9991394816
707342,ablation,hypervigilance,hypervigilance,true,0.0,0.242783908069307,0.9991394816
707343,off,internal_attack,internal_attack,true,0.0,0.1422654717046754,0.99692672
707343,on,internal_attack,internal_attack,true,0.3344035881095152,0.1422654717046754,0.99692672
707343,ablation,internal_attack,internal_attack,true,0.0,0.1422654717046754,0.99692672
707344,off,oscillation,internal_attack,false,0.0,0.617904328940065,0.94047872
707344,on,oscillation,internal_attack,false,0.3344035881095152,0.617904328940065,0.94047872
707344,ablation,oscillation,internal_attack,false,0.0,0.617904328940065,0.94047872
707345,off,exclusion,exclusion,true,0.0,0.20785815567893967,0.9991394816
707345,on,exclusion,exclusion,true,0.3344035881095152,0.20785815567893967,0.9991394816
707345,ablation,exclusion,exclusion,true,0.0,0.20785815567893967,0.9991394816
707346,off,hypervigilance,hypervigilance,true,0.0,0.2043163523705022,0.9991394816
707346,on,hypervigilance,hypervigilance,true,0.3344035881095152,0.2043163523705022,0.9991394816
707346,ablation,hypervigilance,hypervigilance,true,0.0,0.2043163523705022,0.9991394816
707347,off,internal_attack,internal_attack,true,0.0,0.2035925836036895,0.99692672
707347,on,internal_attack,internal_attack,true,0.3344035881095152,0.2035925836036895,0.99692672
707347,ablation,internal_attack,internal_attack,true,0.0,0.2035925836036895,0.99692672
707348,off,oscillation,oscillation,true,0.0,0.162314575969992,0.79532672
707348,on,oscillation,oscillation,true,0.3344035881095152,0.162314575969992,0.79532672
707348,ablation,oscillation,oscillation,true,0.0,0.162314575969992,0.79532672
707349,off,exclusion,exclusion,true,0.0,0.20498727211671522,0.9268860416
707349,on,exclusion,exclusion,true,0.3344035881095152,0.20498727211671522,0.9268860416
707349,ablation,exclusion,exclusion,true,0.0,0.20498727211671522,0.9268860416
707350,off,hypervigilance,hypervigilance,true,0.0,0.12290659686731234,0.9991394816
707350,on,hypervigilance,hypervigilance,true,0.3344035881095152,0.12290659686731234,0.9991394816
707350,ablation,hypervigilance,hypervigilance,true,0.0,0.12290659686731234,0.9991394816
707351,off,internal_attack,internal_attack,true,0.0,0.394082816046665,0.99692672
707351,on,internal_attack,internal_attack,true,0.3344035881095152,0.394082816046665,0.99692672
707351,ablation,internal_attack,internal_attack,true,0.0,0.394082816046665,0.99692672
707352,off,oscillation,oscillation,true,0.0,0.12813473430460992,0.79532672
707352,on,oscillation,oscillation,true,0.3344035881095152,0.12813473430460992,0.79532672
707352,ablation,oscillation,oscillation,true,0.0,0.12813473430460992,0.79532672
707353,off,exclusion,exclusion,true,0.0,0.2189902689751436,0.9991394816
707353,on,exclusion,exclusion,true,0.3344035881095152,0.2189902689751436,0.9991394816
707353,ablation,exclusion,exclusion,true,0.0,0.2189902689751436,0.9991394816
707354,off,hypervigilance,hypervigilance,true,0.0,0.22750576654345217,0.9991394816
707354,on,hypervigilance,hypervigilance,true,0.3344035881095152,0.22750576654345217,0.9991394816
707354,ablation,hypervigilance,hypervigilance,true,0.0,0.22750576654345217,0.9991394816
707355,off,internal_attack,internal_attack,true,0.0,0.31027806429759885,0.77952128
707355,on,internal_attack,internal_attack,true,0.3344035881095152,0.31027806429759885,0.77952128
707355,ablation,internal_attack,internal_attack,true,0.0,0.31027806429759885,0.77952128
707356,off,oscillation,hypervigilance,false,0.0,0.5709601826348272,0.7931139584
707356,on,oscillation,hypervigilance,false,0.3344035881095152,0.5709601826348272,0.7931139584
707356,ablation,oscillation,hypervigilance,false,0.0,0.5709601826348272,0.7931139584
707357,off,exclusion,exclusion,true,0.0,0.15685134754337685,0.7975394816
707357,on,exclusion,exclusion,true,0.3344035881095152,0.15685134754337685,0.7975394816
707357,ablation,exclusion,exclusion,true,0.0,0.15685134754337685,0.7975394816
707358,off,hypervigilance,hypervigilance,true,0.0,0.19742662711305495,0.9991394816
707358,on,hypervigilance,hypervigilance,true,0.3344035881095152,0.19742662711305495,0.9991394816
707358,ablation,hypervigilance,hypervigilance,true,0.0,0.19742662711305495,0.9991394816
707359,off,internal_attack,internal_attack,true,0.0,0.199073248587561,0.9246732799999999
707359,on,internal_attack,internal_attack,true,0.3344035881095152,0.199073248587561,0.9246732799999999
707359,ablation,internal_attack,internal_attack,true,0.0,0.199073248587561,0.9246732799999999
707360,off,oscillation,oscillation,true,0.0,0.204129246647916,0.79532672
707360,on,oscillation,oscillation,true,0.3344035881095152,0.204129246647916,0.79532672
707360,ablation,oscillation,oscillation,true,0.0,0.204129246647916,0.79532672
707361,off,exclusion,exclusion,true,0.0,0.18017566725388684,0.9426914816
707361,on,exclusion,exclusion,true,0.3344035881095152,0.18017566725388684,0.9426914816
707361,ablation,exclusion,exclusion,true,0.0,0.18017566725388684,0.9426914816
707362,off,hypervigilance,hypervigilance,true,0.0,0.18147770099247215,0.9947139584
707362,on,hypervigilance,hypervigilance,true,0.3344035881095152,0.18147770099247215,0.9947139584
707362,ablation,hypervigilance,hypervigilance,true,0.0,0.18147770099247215,0.9947139584
707363,off,internal_attack,internal_attack,true,0.0,0.18659273651877262,0.99692672
707363,on,internal_attack,internal_attack,true,0.3344035881095152,0.18659273651877262,0.99692672
707363,ablation,internal_attack,internal_attack,true,0.0,0.18659273651877262,0.99692672
707364,off,oscillation,oscillation,true,0.0,0.10297203061222487,0.99692672
707364,on,oscillation,oscillation,true,0.3344035881095152,0.10297203061222487,0.99692672
707364,ablation,oscillation,oscillation,true,0.0,0.10297203061222487,0.99692672
707365,off,exclusion,exclusion,true,0.0,0.15767508910029535,0.9833340416
707365,on,exclusion,exclusion,true,0.3344035881095152,0.15767508910029535,0.9833340416
707365,ablation,exclusion,exclusion,true,0.0,0.15767508910029535,0.9833340416
707366,off,hypervigilance,hypervigilance,true,0.0,0.09967490227485948,0.7817340416
707366,on,hypervigilance,hypervigilance,true,0.3344035881095152,0.09967490227485948,0.7817340416
707366,ablation,hypervigilance,hypervigilance,true,0.0,0.09967490227485948,0.7817340416
