stage,seed,arm,dyad_present,dyad_coupled_to_evidence,authored_access_used,dyad_coherent_safe_signals,dyad_settled_observations,dyad_field_weight_final,dyad_depth_precision_final,learned_settle_final,potential_outcome_packets,potential_competence_packets,potential_partner_packets,ingested_outcome_packets,ingested_competence_packets,ingested_partner_packets,initial_permission,final_permission,maximum_permission,permission_rise_episode,first_contact_episode,contact_achieved,contact_episodes,initial_root_probability,final_root_probability,revision_begin_episode,revision_complete_episode,descent_occurred,permission_before_revision,permission_to_revision_lag,root_updates,vulnerable_registered_rejections,vulnerable_aloneness_final,dyad_field_path,permission_path,root_path
pilot,24903,decoupled,true,false,false,16,16,0.9919407045317464,0.8904725530521697,0.8888888888888888,17,17,17,0,0,0,0.04207955064949706,0.04207955064949706,0.04207955064949706,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.7138437646057201;0.8454083657474204;0.908643857753668;0.9197213962282568;0.8937304450360734;0.9412311476856313;0.9590888302410865;0.9700804352122047;0.9776579405429148;0.9828660174981018;0.9863775951694902;0.9887080851700045;0.9902405248794645;0.9912456420862874;0.9919074395409906;0.9923476378301845;0.9926453208906818;0.9919407045317464,0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,24903,authored_access,false,false,true,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.04207955064949706,0.04207955064949706,0.04207955064949706,0,1,true,18,0.06000000000000001,0.9999999999669504,2,3,true,false,0,18,0,0.62,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706;0.04207955064949706,0.06000000000000001;0.16775280251304317;0.6519131339784898;0.9407747933935904;0.9932701767743829;0.99920179862122;0.9993210259225991;0.9999198992863281;0.9999913785010645;0.9999972698199343;0.9999986359316815;0.99999985319123;0.9999999841996245;0.9999999877327094;0.9999999985536558;0.9999999998294724;0.9999999996704263;0.9999999998956342;0.9999999999669504
pilot,24904,coupled,true,true,false,15,14,0.9892331365466209,0.8651361771791585,0.8235294117647058,16,16,16,16,16,16,0.03573440931169306,0.9975272754720719,0.9975272754720719,2,2,true,17,0.06000000000000001,0.9999999998053695,3,4,true,true,1,17,1,0.8526093088857546,0.7138437646057201;0.8454083657474204;0.7211895624261928;0.8614548240137642;0.9147910019244596;0.9398848140916275;0.9411866874116043;0.9137842118346979;0.9573818702758639;0.9705055758837874;0.9782569332808984;0.9833932181263303;0.9846696947578555;0.9866300207114579;0.9881697584596489;0.9892980138217405;0.9901177443854143;0.9892331365466209,0.03573440931169306;0.03573440931169306;0.8247683970499448;0.9920079669078995;0.8473525418973593;0.9922037040896483;0.9922037040896483;0.9968357045424536;0.9973991109920045;0.9975020312009639;0.9975222674052368;0.9975263380734233;0.9975271643892518;0.997526821531061;0.9975245833000642;0.9975268447712418;0.9975245884058724;0.9975268459049165;0.9975272754720719,0.06000000000000001;0.06000000000000001;0.18087388666753335;0.65191313397849;0.9456566110758498;0.98212742826676;0.9980452788929197;0.999380171929673;0.9999332537497788;0.9999807049557892;0.9999850194107267;0.9999982337277666;0.999999809903695;0.9999999133017561;0.9999999906690539;0.9999999973027327;0.9999999846618706;0.9999999981915961;0.9999999998053695
pilot,24904,no_dyad,false,false,false,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.03573440931169306,0.03573440931169306,0.03573440931169306,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,24904,decoupled,true,false,false,15,14,0.9892331365466209,0.8651361771791585,0.8235294117647058,16,16,16,0,0,0,0.03573440931169306,0.03573440931169306,0.03573440931169306,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.7138437646057201;0.8454083657474204;0.7211895624261928;0.8614548240137642;0.9147910019244596;0.9398848140916275;0.9411866874116043;0.9137842118346979;0.9573818702758639;0.9705055758837874;0.9782569332808984;0.9833932181263303;0.9846696947578555;0.9866300207114579;0.9881697584596489;0.9892980138217405;0.9901177443854143;0.9892331365466209,0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,24904,authored_access,false,false,true,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.03573440931169306,0.03573440931169306,0.03573440931169306,0,1,true,18,0.06000000000000001,0.9999999999437388,3,3,true,false,0,18,0,0.62,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306;0.03573440931169306,0.06000000000000001;0.18087388666753335;0.4330689493912203;0.8662911693916405;0.9836598330366169;0.9947671421446341;0.9994341685952559;0.9998207492612319;0.9999807049557892;0.999994422365746;0.999995669562056;0.9999994894285997;0.9999999450494516;0.9999999749384099;0.9999999973027327;0.9999999992203095;0.9999999955662551;0.9999999994772504;0.9999999999437388
pilot,24905,coupled,true,true,false,15,12,0.9688851538861073,0.7178329144670297,0.6470588235294118,16,16,16,16,16,16,0.027310566182873548,0.9975273763849187,0.9975273763849187,2,2,true,17,0.06000000000000001,0.9999999999405282,3,4,true,true,1,17,1,0.8526093088857546,0.7138437646057201;0.8454083657474204;0.908643857753668;0.8063666077499159;0.9060067393500719;0.9183220071053251;0.9465738855091418;0.9615519283173952;0.9669745307318375;0.9671257225246335;0.9713014295192801;0.9756718724771358;0.9743371537430504;0.9448811635921961;0.9568738224589938;0.9651625621925557;0.9707563215239974;0.9688851538861073,0.027310566182873548;0.027310566182873548;0.7483741636315812;0.9904522745438817;0.9966912987286671;0.9973765442203977;0.9970000680039574;0.9974329967690176;0.9974977422790687;0.9974977422790687;0.9975213871355606;0.9975261592480889;0.9975271278346182;0.9975273256462087;0.9975272518265115;0.9975273528490924;0.9975273722330902;0.9975273746463414;0.9975273763849187,0.06000000000000001;0.06000000000000001;0.37228231841649917;0.6723117085342495;0.9501573493494073;0.9836598330366169;0.9872670961278585;0.9984817058619946;0.9995606372382498;0.9999526947976735;0.9999784247091055;0.9999976779029296;0.999998197140672;0.9999998059659766;0.9999999791169796;0.9999999977524536;0.9999999993503088;0.9999999999233997;0.9999999999405282
pilot,24905,no_dyad,false,false,false,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.027310566182873548,0.027310566182873548,0.027310566182873548,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,24905,decoupled,true,false,false,15,12,0.9688851538861073,0.7178329144670297,0.6470588235294118,16,16,16,0,0,0,0.027310566182873548,0.027310566182873548,0.027310566182873548,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.7138437646057201;0.8454083657474204;0.908643857753668;0.8063666077499159;0.9060067393500719;0.9183220071053251;0.9465738855091418;0.9615519283173952;0.9669745307318375;0.9671257225246335;0.9713014295192801;0.9756718724771358;0.9743371537430504;0.9448811635921961;0.9568738224589938;0.9651625621925557;0.9707563215239974;0.9688851538861073,0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,24905,authored_access,false,false,true,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.027310566182873548,0.027310566182873548,0.027310566182873548,0,1,true,18,0.06000000000000001,0.999999999992988,2,2,true,false,0,18,0,0.62,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548;0.027310566182873548,0.06000000000000001;0.3512297621379089;0.8341679538112797;0.9456566110758498;0.9938531752172587;0.9980452788929197;0.9984817058619946;0.9998207492612319;0.999948177948768;0.999994422365746;0.9999974561709004;0.9999997262183945;0.9999997874380441;0.9999999771229001;0.9999999975378397;0.9999999997350086;0.9999999999233997;0.9999999999909686;0.999999999992988
pilot,24906,coupled,true,true,false,15,16,0.9889219121682821,0.8584819782173474,0.8823529411764706,15,15,15,15,15,15,0.037181131584627325,0.9975268564585625,0.9975268564585625,3,3,true,14,0.06000000000000001,0.9999999998839995,5,6,true,true,2,14,4,0.9961361264034858,0.48801397678782177;0.49564731390433825;0.5639595047901034;0.6888927727703904;0.8142407333655094;0.8652879550339054;0.8431215941097646;0.9034106485090745;0.9320823041686628;0.9492583753195382;0.9614277375053373;0.9704261897858929;0.9770144215855954;0.964558223076465;0.9804851650517495;0.984873433869759;0.987315664659519;0.9889219121682821,0.037181131584627325;0.037181131584627325;0.037181131584627325;0.8335257758326118;0.1507965344653397;0.8552873937883985;0.8552873937883985;0.15209696830878575;0.8555687676074663;0.9923822385640202;0.9398520332876352;0.9945097839965703;0.9432603308199667;0.9946019393804487;0.9971055496915834;0.9974511890463287;0.9975130084799794;0.9975246446139879;0.9975268564585625,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.37228231841649917;0.37228231841649917;0.6723117085342495;0.876506602659867;0.876506602659867;0.9850628468203881;0.9982153578399534;0.9998076205438163;0.9999773141318631;0.9999896534075368;0.9999988864321033;0.9999991354341932;0.9999999069505652;0.9999999899855033;0.9999999989221844;0.9999999998839995
pilot,24906,no_dyad,false,false,false,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.037181131584627325,0.037181131584627325,0.037181131584627325,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325;0.037181131584627325,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
