seed,segment_q_broad,segment_q_narrowed,primary_spearman,primary_strong_response,primary_weak_response,primary_zero_response,primary_ordered,primary_strong_root_revision,primary_zero_root_revision,primary_broad_attribution,primary_narrowed_attribution,primary_broad_minus_narrowed,primary_broad_cue_revision,primary_narrowed_cue_revision,medium_near_twin_similarity,short_zero_root_revision,short_zero_null_probability,short_association_cue1,short_association_cue2,short_association_cue3,short_association_cue4,short_association_cue5,short_association_cue6,short_association_cue7,short_association_cue8,medium_zero_root_revision,medium_zero_null_probability,medium_association_cue1,medium_association_cue2,medium_association_cue3,medium_association_cue4,medium_association_cue5,medium_association_cue6,medium_association_cue7,medium_association_cue8,long_zero_root_revision,long_zero_null_probability,long_association_cue1,long_association_cue2,long_association_cue3,long_association_cue4,long_association_cue5,long_association_cue6,long_association_cue7,long_association_cue8
806135,2,0,1.0,0.2567419945536895,0.1175922527925366,0.0005257363762313366,1,0.287728097344652,4.884953050565688e-05,0.2510081538461538,0.036719943498498164,0.21428821034765566,0.42000000000000004,0.42863751033779685,0.9590163934426229,-8.754982859920935e-05,0.9951044628050781,0.9499998964835197,0.9499998964835197,0.5241416791897902,0.8489397276369834,0.49987761157012695,0.5044405071379361,0.5044405071379361,0.5020995847798957,4.884953050565688e-05,0.997040846094421,0.9230769230769231,0.9461538461538461,0.6625443199027119,0.7461479624213185,0.5000682881670518,0.49999999999999994,0.49989853510282556,0.5034846441328719,-4.182538876817965e-05,0.9976125192312298,0.9081632653061225,0.9183673469387755,0.6999999999999995,0.7244897959183674,0.4999415310832138,0.49998844513637947,0.4996565079272575,0.5003434920727424
806136,2,0,1.0,0.19076787343149926,0.103526701265162,0.00011812607576223988,1,0.2638279100648421,-7.25823051879737e-05,0.2281892307692307,0.035638679295611375,0.19255055147361932,0.41999999999999993,0.42720003086757274,0.9344262295081968,0.0007557225553546099,0.9894355331189083,0.9249981913443327,0.8748325075022706,0.7121844784830433,0.6258300548386628,0.5010564466881092,0.5010564466881092,0.5010564466881092,0.5005529675176738,-7.25823051879737e-05,0.9967023908418319,0.8846153846153846,0.8615384615384579,0.7150946617566314,0.6773077237215305,0.49989853510282556,0.4999317118329482,0.5006242602746452,0.5001014648971743,-2.0112014531115108e-05,0.9982779461485444,0.8693877551020408,0.8816326530612245,0.710204081632653,0.6795918367335395,0.4999718848350782,0.499994498918898,0.5000188076222236,0.5000339037554503
806137,2,0,1.0,0.22297848553102506,0.105890172526302,0.0023338849136417122,1,0.27346418036823816,0.01097653589633485,0.2373168,0.03614738036823817,0.20116941963176183,0.42000000000000004,0.4277615312228208,0.9590163934426229,0.01726669050010754,0.8792916040510491,0.9249981913443327,0.9499998964835197,0.6258300548386628,0.5241416791897902,0.5241416791897902,0.49987761157012695,0.5020995847798957,0.5020995847798957,0.01097653589633485,0.8753181165751577,0.9,0.9076923076923077,0.6984074219415387,0.6888102838059329,0.5153454625753652,0.4997925901480285,0.5014146982654445,0.5001014648971743,1.345391971041554e-05,0.9984640441850722,0.8959183673469387,0.8979591836734694,0.6999999999999995,0.6877551020407614,0.5000188076222236,0.5000027170420313,0.49997686119039764,0.5000027170420313
806138,2,0,1.0,0.23460906398871628,0.1411925248082585,5.1456440105471235e-05,1,0.287728097344652,-7.25823051879737e-05,0.2510081538461538,0.036719943498498164,0.21428821034765566,0.42000000000000004,0.42863751033779685,0.9508196721311475,8.754982859926486e-05,0.9951044628050781,0.9249981913443327,0.9499998964835197,0.7121844784830433,0.8489397276369834,0.500122388429873,0.5,0.500122388429873,0.5005529675176738,-7.25823051879737e-05,0.9967023908418319,0.9230769230769231,0.9076923076923077,0.6984074219415387,0.7923076876055574,0.49989853510282556,0.4999317118329482,0.499854216320951,0.5000421373287415,-2.4252848030814622e-05,0.9981541288699272,0.9122448979591836,0.9183673469387755,0.6816326530606774,0.736734693877551,0.49996609624454963,0.5,0.5000027170420313,0.499994498918898
806139,2,0,0.9910312089651149,0.19936550201822856,0.10057234955318195,0.00010290775950226594,1,0.25409328688597743,0.0004465607914992953,0.21906166153846118,0.03503162534751625,0.18403003619094493,0.42000000000000004,0.4266569921584016,0.9098360655737705,0.0007557225553546099,0.9894355331189083,0.8196578619911818,0.9249981913443327,0.558263898620597,0.5044405071379361,0.5010564466881092,0.5002853401874536,0.5010564466881092,0.5005529675176738,0.0004465607914992953,0.9909829071440138,0.8692307692307687,0.8923076923076924,0.7069984791320391,0.6888102838059329,0.5006242602746452,0.4999578626712585,0.5000421373287415,0.5001014648971743,1.9436197147282286e-06,0.9986686494046906,0.8959183673469387,0.9163265306122449,0.7081632653061225,0.7163265306122449,0.5000027170420313,0.4999811923777764,0.5000188076222236,0.5000084218751849
806140,2,0,1.0,0.24744128443006963,0.13926394954944699,0.0002821474141822822,1,0.29243060887190053,4.884953050565688e-05,0.2555719384615385,0.03685867041036206,0.2187132680511764,0.42000000000000004,0.4289382906424922,0.9672131147540983,0.003176471996146568,0.9703966190804255,0.9249981913443327,0.8999795737863062,0.6258300548386628,0.7787073336985905,0.5044405071379361,0.5100632763196613,0.558263898620597,0.5005529675176738,4.884953050565688e-05,0.997040846094421,0.9307692307692308,0.9230769230769231,0.7692305657230146,0.7069984791320391,0.5000682881670518,0.5004265709388053,0.5014146982654445,0.500020113501872,6.0245378820100726e-06,0.9986244270531457,0.8877551020408163,0.9142857142857143,0.7163265306122449,0.6938775510204032,0.5000084218751849,0.5000407104911693,0.5000115548636205,0.5000188076222236
806141,0,0,0.9642857142857145,0.07302087022562831,0.03449462866868713,0.001254494841661194,1,0.09306581499344779,-2.4767987244600498e-05,0.046943076923076865,0.04612273807037093,0.0008203388527059374,0.41999999999999993,0.4215311588781617,0.9508196721311475,2.9875505259124857e-05,0.9951044628050781,0.8748325075022706,0.9249981913443327,0.8489397276369834,0.5044405071379361,0.500122388429873,0.5020995847798957,0.5044405071379361,0.5044405071379361,-2.4767987244600498e-05,0.9967023908418319,0.8846153846153846,0.8923076923076924,0.807692307391967,0.5629553753378906,0.49989853510282556,0.5253416768525321,0.5014146982654445,0.5001014648971743,-3.006065673905045e-05,0.9962286254487152,0.8959183673469387,0.8959183673469387,0.7285714285714285,0.6836734693874984,0.49987685307587637,0.5000843487766226,0.5001017307649313,0.4999972829579688
806142,2,0,1.0,0.18413688773181736,0.09317864918553859,8.13882116752207e-05,1,0.24426321841975773,-5.551115123125783e-17,0.20993409230767945,0.03432912611207828,0.17560496619560118,0.42000000000000004,0.42613281019071236,0.9262295081967213,0.0003955619609290473,0.9926270997643492,0.8489397276369834,0.8999795737863062,0.8999795737863062,0.558263898620597,0.5005529675176738,0.5005529675176738,0.5241416791897902,0.5010564466881092,-5.551115123125783e-17,0.9974253681906469,0.8538461538461322,0.8769230769230768,0.7384449577901211,0.6430232378242275,0.49999999999999994,0.49999999999999994,0.5000421373287415,0.5006242602746452,-2.0112014531115108e-05,0.9982779461485444,0.889795918367347,0.9,0.7346938775510204,0.6938775510204032,0.4999718848350782,0.5000027170420313,0.49996609624454963,0.5000701488531866
806143,2,0,1.0,0.21044215740779126,0.09865912193876897,0.00011843543018960623,1,0.24426321841975773,0.00030514494556577176,0.20993409230767945,0.03432912611207828,0.17560496619560118,0.42000000000000004,0.42613281019071236,0.9672131147540983,0.003176471996146568,0.9703966190804255,0.8748325075022706,0.9249981913443327,0.558263898620597,0.7121844784830433,0.5044405071379361,0.5002853401874536,0.500122388429873,0.500122388429873,0.00030514494556577176,0.9930682222444138,0.8538461538461322,0.9307692307692308,0.6888102838059329,0.7150946617566314,0.5004265709388053,0.5002959165832327,0.49989853510282556,0.499854216320951,0.0001980538844477131,0.9932168015993695,0.8877551020408163,0.9,0.7020408163265304,0.7142857142857143,0.5002768652408421,0.5001828232194323,0.5000055010811019,0.4999718848350782
806144,2,0,1.0,0.2310833443847088,0.10864803612874685,0.0002170422151686474,1,0.2589727135345875,0.0004465607914992953,0.22362544615384605,0.035347267380741454,0.1882781787731046,0.42000000000000004,0.4269261788877182,0.9344262295081968,0.0003955619609290473,0.9926270997643492,0.8489397276369834,0.9249981913443327,0.7787073336985905,0.5100632763196613,0.5005529675176738,0.5010564466881092,0.558263898620597,0.5044405071379361,0.0004465607914992953,0.9909829071440138,0.8769230769230768,0.9461538461538461,0.730724402477671,0.6888102838059329,0.5006242602746452,0.5009303395784984,0.5001014648971743,0.49997988649812786,0.0,0.9986740762835726,0.8979591836734694,0.9142857142857143,0.7122448979591837,0.6795918367335395,0.5,0.5006789207210537,0.5000339037554503,0.49996609624454963
806145,2,0,1.0,0.2066603973679766,0.11583262338676187,8.595766437829999e-05,1,0.2686585165783697,4.884953050565688e-05,0.23275301538461546,0.03590550119375424,0.19684751419086122,0.42000000000000004,0.42747849840435614,0.9426229508196722,-0.0002041163862401274,0.9942931962509274,0.8999795737863062,0.8748325075022706,0.5044405071379361,0.8196578619911818,0.49971465981254637,0.5005529675176738,0.5002853401874536,0.5020995847798957,4.884953050565688e-05,0.997040846094421,0.8923076923076924,0.8846153846153846,0.6773077237215305,0.7538441521318918,0.5000682881670518,0.4999317118329482,0.5002074098519715,0.5002959165832327,1.0719013782800602e-05,0.9985315269985043,0.8918367346938776,0.9122448979591836,0.7142857142857143,0.6816326530606774,0.5000149844183825,0.5001017307649313,0.5000843487766226,0.5000407104911693
806146,2,0,1.0,0.23139276800389386,0.09870737223592596,0.0001556522684856565,1,0.27346418036823816,3.014268527590236e-05,0.2373168,0.03614738036823817,0.20116941963176183,0.42000000000000004,0.4277615312228208,0.8934426229508197,0.0,0.9953481009875922,0.8489397276369834,0.8748325075022706,0.5100632763196613,0.7121844784830433,0.5,0.5002853401874536,0.5010564466881092,0.5020995847798957,3.014268527590236e-05,0.997261073631803,0.9,0.9230769230769231,0.6625443199027119,0.6984074219415387,0.5000421373287415,0.49997988649812786,0.5001457836790488,0.5009303395784984,-1.6552208613629382e-05,0.9983802833278372,0.9020408163265307,0.9306122448979591,0.6938775510204032,0.6918367346938662,0.49997686119039764,0.5000339037554503,0.499994498918898,0.5002243913135269
806147,1,0,1.0,0.15340357980296238,0.061237527406181436,7.595425157896907e-05,1,0.1780577265570098,0.0001912351588911898,0.13301206153846157,0.04504566501854823,0.08796639651991334,0.42000000000000004,0.4245196913242477,0.9672131147540983,0.0009412599925991971,0.9832033217608351,0.9249981913443327,0.8999795737863062,0.5044405071379361,0.8196578619911818,0.5020995847798957,0.5002853401874536,0.5005529675176738,0.5010564466881092,0.0001912351588911898,0.9930682222444138,0.9076923076923077,0.9307692307692308,0.5900753653767998,0.7538441521318918,0.5004265709388053,0.49999999999999994,0.5004265709388053,0.49999999999999994,-1.8250838870303987e-05,0.9980051859327062,0.8938775510204081,0.8979591836734694,0.6999999999999995,0.7020408163265304,0.49995928950883073,0.5000231388096023,0.5005378363478091,0.4999298511468135
806148,2,0,1.0,0.2273264371047743,0.12150123701080051,3.591454964523011e-05,1,0.2686585165783697,-1.438807288151045e-05,0.23275301538461546,0.03590550119375424,0.19684751419086122,0.42000000000000004,0.42747849840435614,0.9508196721311475,0.0,0.9953481009875922,0.8748325075022706,0.8748325075022706,0.7121844784830433,0.7787073336985905,0.5,0.5002853401874536,0.5,0.5100632763196613,-1.438807288151045e-05,0.9973852447566263,0.8923076923076924,0.9230769230769231,0.7538441521318918,0.6984074219415387,0.49997988649812786,0.49999999999999994,0.499854216320951,0.5001014648971743,1.0719013782800602e-05,0.9985315269985043,0.9,0.9163265306122449,0.7122448979591837,0.7081632653061225,0.5000149844183825,0.5000115548636205,0.4999298511468135,0.5000584689167862
806149,2,0,1.0,0.19076787343149926,0.08870509788802394,8.569318298762285e-05,1,0.2638279100648421,7.25823051879182e-05,0.2281892307692307,0.035638679295611375,0.19255055147361932,0.41999999999999993,0.42720003086757274,0.9262295081967213,-8.754982859920935e-05,0.9951044628050781,0.9499998964835197,0.8748325075022706,0.5020995847798957,0.5100632763196613,0.49987761157012695,0.5044405071379361,0.5020995847798957,0.500122388429873,7.25823051879182e-05,0.9967023908418319,0.8846153846153846,0.8615384615384579,0.5900753653767998,0.7461479624213185,0.5001014648971743,0.5004265709388053,0.5001014648971743,0.500020113501872,-3.490282242002429e-05,0.997826553251732,0.8938775510204081,0.889795918367347,0.6795918367335395,0.7081632653061225,0.4999512083383042,0.5000281151649216,0.49997686119039764,0.5000084218751849
806150,1,0,1.0,0.15551465050945346,0.07048124057757249,0.0003550055412127884,1,0.19072551477574473,4.548752504773823e-05,0.14305070769230754,0.04767480708343719,0.09537590060887036,0.41999999999999993,0.425206618212398,0.9508196721311475,0.0045113745105322955,0.9424955638876494,0.8999795737863062,0.9249981913443327,0.6258300548386628,0.8748325075022706,0.5100632763196613,0.558263898620597,0.558263898620597,0.5,4.548752504773823e-05,0.9967023908418319,0.9384615384615385,0.9076923076923077,0.6625443199027119,0.7069984791320391,0.5001014648971743,0.4999317118329482,0.5034846441328719,0.4999317118329482,0.00015399024125306582,0.9919851849693428,0.9061224489795918,0.9061224489795918,0.6999999999999995,0.7142857142857143,0.5003434920727424,0.5000084218751849,0.5000701488531866,0.49995928950883073
