t,phase,depth,capture,class,external_volatility
78,low_depth_evidence,0.03426963918698343,0.8126244850326769,capture,0.22
79,low_depth_evidence,0.03221346083576443,0.8136067844778102,capture,0.22
80,low_depth_evidence,0.030280653185618563,0.8145847744294877,capture,0.22
81,low_depth_evidence,0.02846381399448145,0.8155503546536041,capture,0.22
82,low_depth_evidence,0.02675598515481256,0.816497161323554,capture,0.22
83,low_depth_evidence,0.02515062604552381,0.8174202795316197,capture,0.22
84,low_depth_evidence,0.02364158848279238,0.8183159993693067,capture,0.22
85,low_depth_evidence,0.02222309317382484,0.8191816092759543,capture,0.22
86,low_depth_evidence,0.02088970758339535,0.8200152212318789,capture,0.22
87,low_depth_evidence,0.01963632512839163,0.8208156231327643,capture,0.22
88,low_depth_evidence,0.01845814562068813,0.8215821543403294,capture,0.22
89,low_depth_evidence,0.017350656883446842,0.8223146009732976,capture,0.22
90,low_depth_evidence,0.016309617470440033,0.823013107993795,capture,0.22
91,low_depth_evidence,0.015331040422213631,0.8236781055676337,capture,0.22
92,low_depth_evidence,0.014411177996880813,0.8243102475414105,capture,0.22
93,low_depth_evidence,0.013546507317067965,0.8249103601928234,capture,0.22
94,low_depth_evidence,0.012733716878043887,0.8254793996799268,capture,0.22
95,low_depth_evidence,0.011969693865361253,0.8260184168462227,capture,0.22
96,low_depth_evidence,0.011251512233439578,0.8265285282367372,capture,0.22
97,low_depth_evidence,0.010576421499433204,0.8270108923501024,capture,0.22
98,low_depth_evidence,0.009941836209467212,0.8274666902970976,capture,0.22
99,low_depth_evidence,0.00934532603689918,0.8278971101605145,capture,0.22
100,low_depth_evidence,0.008784606474685229,0.8283033344575577,capture,0.22
101,low_depth_evidence,0.008257530086204116,0.8286865301968227,capture,0.22
102,low_depth_evidence,0.007762078281031869,0.8290478410994168,capture,0.22
103,low_depth_evidence,0.007296353584169957,0.8293883816199007,capture,0.22
104,low_depth_evidence,0.00685857236911976,0.8297092324590688,capture,0.22
105,high_depth_evidence,0.059247058026972575,0.7304354294496858,capture,0.0
106,high_depth_evidence,0.10849223454535423,0.647045434921804,capture,0.0
107,high_depth_evidence,0.15478270047263298,0.5769978395183833,capture,0.0
108,high_depth_evidence,0.198295738444275,0.51815785937951,capture,0.0
109,high_depth_evidence,0.2391979941376185,0.4687322760628564,mixed,0.0
110,high_depth_evidence,0.2776461144893614,0.42721478607686736,mixed,0.0
111,high_depth_evidence,0.3137873476199997,0.3923400944886366,mixed,0.0
112,high_depth_evidence,0.3501223070359817,0.3630453535545228,mixed,0.0
113,high_depth_evidence,0.386770860611531,0.3384377711698671,mixed,0.0
114,high_depth_evidence,0.42356214407633047,0.3177674019667564,mixed,0.0
115,high_depth_evidence,0.45814841543175067,0.30040429183614337,mixed,0.0
116,high_depth_evidence,0.4906595105058456,0.2858192793264284,mixed,0.0
117,high_depth_evidence,0.5212199398754949,0.2735678688182679,mixed,0.0
118,high_depth_evidence,0.5499467434829651,0.263276683991413,mixed,0.0
119,high_depth_evidence,0.5769499388739873,0.25463208873685494,mixed,0.0
120,high_depth_evidence,0.602332942541548,0.24737062872302615,mixed,0.0
121,high_depth_evidence,0.6261929659890552,0.24127100231140997,mixed,0.0
122,high_depth_evidence,0.6486213880297118,0.23614731612565237,mixed,0.0
123,high_depth_evidence,0.6697041047479291,0.231843419729616,mixed,0.0
124,high_depth_evidence,0.6895218584630534,0.22822814675694544,mixed,0.0
125,high_depth_evidence,0.7081505469552701,0.22519131745990217,mixed,0.0
126,high_depth_evidence,0.7256615141379539,0.22264038085038584,mixed,0.0
127,high_depth_evidence,0.7421218232896767,0.22049759409839212,self,0.0
128,high_depth_evidence,0.757594513892296,0.2186976532267174,self,0.0
129,high_depth_evidence,0.7721388430587582,0.2171857028945106,self,0.0
130,high_depth_evidence,0.7858105124752327,0.21591566461545691,self,0.0
131,high_depth_evidence,0.7986618817267187,0.21484883246105183,self,0.0
132,high_depth_evidence,0.8107421688231156,0.21395269345135154,self,0.0
133,high_depth_evidence,0.8220976386937286,0.2131999366832033,self,0.0
134,high_depth_evidence,0.832771780372105,0.21244007394128223,self,0.0
135,high_depth_evidence,0.8428054735497786,0.211158297278781,self,0.0
136,high_depth_evidence,0.8522371451367919,0.20948517607662212,self,0.0
137,high_depth_evidence,0.8611029164285844,0.2075265720119634,self,0.0
138,high_depth_evidence,0.8694367414428693,0.20536793536709835,self,0.0
139,high_depth_evidence,0.8772705369562972,0.20307788103557942,self,0.0
140,high_depth_evidence,0.8846343047389194,0.20071116254118396,self,0.0
141,high_depth_evidence,0.8915562464545842,0.19831114324368176,self,0.0
142,high_depth_evidence,0.8980628716673091,0.19591184781478668,self,0.0
143,high_depth_evidence,0.9041790993672706,0.19353966355071145,self,0.0
144,high_depth_evidence,0.9099283534052344,0.1912147497396848,self,0.0
145,high_depth_evidence,0.9153326522009203,0.1889522037810592,self,0.0
146,high_depth_evidence,0.9204126930688651,0.18676302476761678,self,0.0
147,high_depth_evidence,0.9251879314847332,0.18465490854978545,self,0.0
148,high_depth_evidence,0.9296766555956493,0.18263290269336327,self,0.0
149,high_depth_evidence,0.9338960562599103,0.18069994504708667,self,0.0
150,high_depth_evidence,0.9378622928843158,0.1788573057064856,self,0.0
151,high_depth_evidence,0.9415905553112568,0.1771049488726635,self,0.0
152,high_depth_evidence,0.9450951219925814,0.17544182835524183,self,0.0
153,high_depth_evidence,0.9483894146730265,0.17386612817057095,self,0.0
154,high_depth_evidence,0.951486049792645,0.17237545776622853,self,0.0
155,high_depth_evidence,0.9543968868050863,0.17096700979933682,self,0.0
156,high_depth_evidence,0.9571330735967811,0.16963768705775653,self,0.0
157,high_depth_evidence,0.9597050891809743,0.1683842039964903,self,0.0
158,high_depth_evidence,0.9621227838301158,0.16720316743037805,self,0.0
159,high_depth_evidence,0.9643954168003089,0.16609114014798987,self,0.0
160,high_depth_evidence,0.9665316917922904,0.1650446905650454,self,0.0
